sseqid,stitle,mismatch,positive,gaps,ppos,pident,qcovs,evalue,bitscore,qseqid,cleaned_filename
1_NTAS01000001_02329,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NTAS01000001
1_RXTG01000001_01583,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXTG01000001
1_CVVC01000001_03433,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CVVC01000001
1_FRIX01000274_01082,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRIX01000274
1_JTVX01000001_06274,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTVX01000001
1_QJPB01000901_05782,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QJPB01000901
1_LLPG01000001_00230,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLPG01000001
1_CVUQ01000001_00395,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CVUQ01000001
1_QVCK01000100_06232,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QVCK01000100
1_QOQY01000233_04195,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_QOQY01000233
1_FRWO01000777_02593,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRWO01000777
1_QVDY01000100_04347,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QVDY01000100
9_CP041753_03511,unannotated protein,82,350,0,87.94,79.39699999999998,100,0.0,662.0,pao1_fabv,9_CP041753
25_SWEF01000001_04599,unannotated protein,154,308,5,77.78,59.848,98,1.909999999999999e-166,469.0,pao1_fabv,25_SWEF01000001
1_CABIPE010000001_03006,unannotated protein,1,398,0,100.0,99.749,100,0.0,813.0,pao1_fabv,1_CABIPE010000001
9_FPCE01000034_05542,unannotated protein,98,346,1,86.93,75.126,100,0.0,620.0,pao1_fabv,9_FPCE01000034
9_VIUQ01000001_00056,unannotated protein,93,351,0,88.19,76.633,100,0.0,639.0,pao1_fabv,9_VIUQ01000001
1_NSNF01000001_04180,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSNF01000001
1_MWXZ01000001_02909,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_MWXZ01000001
1_NQZW01000100_05439,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NQZW01000100
1_QZYT01000074_01814,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QZYT01000074
1_VAVI01000001_05940,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VAVI01000001
9_CVTH01000091_03442,unannotated protein,96,350,0,87.94,75.87899999999998,100,0.0,634.0,pao1_fabv,9_CVTH01000091
1_NSWY01000001_02431,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSWY01000001
1_FRKK01000152_05780,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRKK01000152
1_CAADMR010000001_04334,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CAADMR010000001
1_MWYH01000001_00233,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_MWYH01000001
47_CP017964_04612,unannotated protein,83,355,1,89.42,78.84100000000002,99,0.0,658.0,pao1_fabv,47_CP017964
1_KK213202_01282,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_KK213202
1_NQZS01000010_00769,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NQZS01000010
1_FRKU01000094_02429,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRKU01000094
1_LEGT01000001_00740,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LEGT01000001
1_CUXS01000001_00769,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CUXS01000001
1_CTFH01000001_02049,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CTFH01000001
1_RXFJ01000001_03227,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXFJ01000001
1_JTTB01000001_00396,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_JTTB01000001
1_NRFP01000010_00298,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NRFP01000010
1_FRFX01000095_05957,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRFX01000095
1_CP026680_02153,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP026680
1_RWQN01000001_03104,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWQN01000001
1_JTTL01000001_04995,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTTL01000001
1_LEFH01000001_01955,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LEFH01000001
1_LRZS01000001_04531,unannotated protein,2,396,0,99.5,99.497,100,0.0,809.0,pao1_fabv,1_LRZS01000001
1_FRII01000133_01674,unannotated protein,1,398,0,100.0,99.749,100,0.0,813.0,pao1_fabv,1_FRII01000133
79_CP027757_01584,unannotated protein,99,346,1,86.93,74.874,100,0.0,618.0,pao1_fabv,79_CP027757
1_NINV01000001_05285,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NINV01000001
1_NSOK01000001_03728,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSOK01000001
1_CAADQQ010000001_02737,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CAADQQ010000001
1_NRBE01000010_03887,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NRBE01000010
1_CCOO01000001_01750,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CCOO01000001
1_LLPI01000001_02482,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLPI01000001
1_QVCI01000099_05332,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QVCI01000099
1_RWPT01000001_02264,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWPT01000001
1_RXUA01000001_02800,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXUA01000001
9_AYMU01000001_02137,unannotated protein,85,355,0,89.42,78.589,99,0.0,660.0,pao1_fabv,9_AYMU01000001
1_NIOM01000088_00035,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NIOM01000088
1_MAUQ01000231_00917,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_MAUQ01000231
11_QFBM01000001_05259,unannotated protein,96,347,1,87.19,75.628,100,0.0,625.0,pao1_fabv,11_QFBM01000001
1_FRFZ01000082_01845,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRFZ01000082
9_POHI01000100_00182,unannotated protein,84,352,0,88.44,78.89399999999998,100,0.0,656.0,pao1_fabv,9_POHI01000100
1_NSZM01000001_02704,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSZM01000001
1_CP021999_02145,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP021999
1_KK212349_01008,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_KK212349
1_MCMZ01000001_02777,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_MCMZ01000001
1_RWLD01000001_04910,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWLD01000001
9_ATLQ01000001_02019,unannotated protein,98,347,1,87.19,75.126,100,0.0,620.0,pao1_fabv,9_ATLQ01000001
1_JTQI01000001_02213,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTQI01000001
1_RXFP01000080_02948,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_RXFP01000080
1_WCHU01000010_03222,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_WCHU01000010
9_OLMN01000001_00734,unannotated protein,156,301,7,76.2,58.734,98,4.469999999999997e-162,458.0,pao1_fabv,9_OLMN01000001
9_JYOA01000001_03970,unannotated protein,53,375,0,94.46,86.65,99,0.0,724.0,pao1_fabv,9_JYOA01000001
1_RWOY01000001_03425,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWOY01000001
1_RXCY01000001_03862,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXCY01000001
1_LLUF01000001_05795,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLUF01000001
9_QLTL01000001_04030,unannotated protein,155,305,5,77.02,59.596,98,5.319999999999997e-171,481.0,pao1_fabv,9_QLTL01000001
1_MVBX01000001_01653,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_MVBX01000001
27_VZPM01000001_02781,unannotated protein,95,345,1,86.68,75.87899999999998,100,0.0,622.0,pao1_fabv,27_VZPM01000001
1_SCXZ01000001_02117,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_SCXZ01000001
4_UUOV01000065_02314,unannotated protein,96,347,1,87.19,75.628,100,0.0,624.0,pao1_fabv,4_UUOV01000065
1_FRGV01000157_03032,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRGV01000157
1_CCPK01000001_01755,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CCPK01000001
1_QVAT01000099_02705,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QVAT01000099
1_RWSL01000001_03302,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWSL01000001
1_MAZF01000068_01201,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_MAZF01000068
1_QZYD01000307_03182,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QZYD01000307
1_JH791784_05562,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JH791784
1_LEIN01000001_02951,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LEIN01000001
1_FRVZ01000429_02075,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRVZ01000429
1_RXBL01000001_00645,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXBL01000001
1_LLLO01000001_03927,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLLO01000001
1_JVSG01000001_01287,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JVSG01000001
1_RWTS01000001_02576,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWTS01000001
1_SCZM01000001_00579,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_SCZM01000001
47_RCSR01000001_05866,unannotated protein,83,356,0,89.67,79.093,99,0.0,664.0,pao1_fabv,47_RCSR01000001
1_WYAF01000001_00543,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_WYAF01000001
1_RWVD01000001_00161,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWVD01000001
1_LEJI01000001_03151,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LEJI01000001
1_RXTY01000001_03144,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXTY01000001
1_VIHN01000100_04563,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VIHN01000100
1_KI519216_01273,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_KI519216
1_LEGZ01000001_01164,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LEGZ01000001
11_LACF01000001_03106,unannotated protein,98,346,1,86.93,75.126,100,0.0,620.0,pao1_fabv,11_LACF01000001
1_RXDS01000001_03840,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXDS01000001
1_QVCJ01000100_04544,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QVCJ01000100
1_WHVM01000010_05405,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_WHVM01000010
1_CTFJ01000001_02292,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CTFJ01000001
4_UVTA01000130_04501,unannotated protein,101,347,1,87.19,74.372,100,0.0,616.0,pao1_fabv,4_UVTA01000130
1_LEFK01000001_02182,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LEFK01000001
1_FRPM01000116_03756,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRPM01000116
1_RWMK01000001_03964,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWMK01000001
1_NFFI01000100_03168,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NFFI01000100
1_JTTT01000001_04156,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTTT01000001
1_CAADPG010000001_05415,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CAADPG010000001
1_QZXD01000247_00678,unannotated protein,4,397,0,99.75,98.995,100,0.0,809.0,pao1_fabv,1_QZXD01000247
1_RXEW01000001_03973,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXEW01000001
1_FRJW01001251_01317,unannotated protein,1,398,0,100.0,99.749,100,0.0,813.0,pao1_fabv,1_FRJW01001251
1_CP033832_03395,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP033832
1_ALIO01000001_01103,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_ALIO01000001
9_CP040930_02695,unannotated protein,154,308,5,77.78,59.848,98,5.079999999999996e-167,472.0,pao1_fabv,9_CP040930
1_FRUC01000284_01772,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRUC01000284
1_RXCZ01000001_02291,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXCZ01000001
4_UUKG01000182_05079,unannotated protein,101,347,1,87.19,74.372,100,0.0,616.0,pao1_fabv,4_UUKG01000182
1_MPVI01000001_02923,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_MPVI01000001
1_LLOL01000001_03696,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_LLOL01000001
1_KI519023_01328,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_KI519023
29_JSYZ01000001_03254,unannotated protein,78,354,0,88.94,80.402,100,0.0,660.0,pao1_fabv,29_JSYZ01000001
1_CCPF01000001_01757,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CCPF01000001
1_JTRW01000001_03371,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_JTRW01000001
1_NSYH01000001_01672,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSYH01000001
1_QZYO01000081_00937,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QZYO01000081
1_KI518741_01258,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_KI518741
24_QAYO01000107_01848,unannotated protein,153,309,5,78.03,60.101000000000006,98,1.8899999999999985e-167,472.0,pao1_fabv,24_QAYO01000107
1_FRIF01000262_02595,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRIF01000262
1_RWPV01000001_03542,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWPV01000001
98_CP014158_01922,unannotated protein,59,376,0,94.71,85.139,99,0.0,717.0,pao1_fabv,98_CP014158
1_JTMP01000001_02348,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTMP01000001
1_CAADNH010000001_01568,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_CAADNH010000001
9_POHO01000100_04198,unannotated protein,84,352,0,88.44,78.89399999999998,100,0.0,656.0,pao1_fabv,9_POHO01000100
48_AOUH01000001_04697,unannotated protein,96,346,1,86.93,75.628,100,0.0,623.0,pao1_fabv,48_AOUH01000001
23_CP009365_05463,unannotated protein,155,302,7,76.46,58.987,98,2.649999999999998e-162,459.0,pao1_fabv,23_CP009365
1_CVUX01000001_00150,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CVUX01000001
1_NSVD01000001_04463,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSVD01000001
1_RWSN01000001_03717,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_RWSN01000001
1_ASQS01000001_00820,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_ASQS01000001
1_UGUL01000002_04032,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_UGUL01000002
1_NSQK01000001_03291,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSQK01000001
1_WUTO01000010_01658,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_WUTO01000010
1_LLLT01000001_00922,unannotated protein,2,398,0,100.0,99.497,100,0.0,812.0,pao1_fabv,1_LLLT01000001
1_JTRL01000001_02488,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTRL01000001
9_POFT01000100_03345,unannotated protein,100,347,1,87.19,74.623,100,0.0,619.0,pao1_fabv,9_POFT01000100
1_LRZW01000001_05196,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LRZW01000001
1_NFGX01000100_04928,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_NFGX01000100
1_QZYK01000405_05566,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QZYK01000405
16_MOAN01000001_05928,unannotated protein,83,356,0,89.67,79.093,99,0.0,662.0,pao1_fabv,16_MOAN01000001
1_JTWG01000001_03665,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_JTWG01000001
9_POEL01000100_03444,unannotated protein,96,345,1,86.68,75.628,100,0.0,622.0,pao1_fabv,9_POEL01000100
1_JTXQ01000001_04876,unannotated protein,1,398,0,100.0,99.749,100,0.0,813.0,pao1_fabv,1_JTXQ01000001
1_KI518722_01637,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_KI518722
49_PCQL01000001_05509,unannotated protein,95,347,1,87.19,75.87899999999998,100,0.0,625.0,pao1_fabv,49_PCQL01000001
1_JTZG01000001_00024,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTZG01000001
169_OLKI01000001_01272,unannotated protein,154,308,5,77.78,59.848,98,1.7399999999999987e-166,469.0,pao1_fabv,169_OLKI01000001
56_JAANPO010000100_01267,unannotated protein,55,373,0,93.95,86.146,99,0.0,717.0,pao1_fabv,56_JAANPO010000100
1_LVEF01000001_04875,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_LVEF01000001
1_QVDI01000100_02403,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QVDI01000100
1_LEJD01000001_02284,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LEJD01000001
1_NQZR01000010_00702,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NQZR01000010
1_CP034409_00580,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP034409
4_UWEY01000956_02700,unannotated protein,101,347,1,87.19,74.372,100,0.0,616.0,pao1_fabv,4_UWEY01000956
1_WOAV01000010_03973,unannotated protein,1,398,0,100.0,99.749,100,0.0,813.0,pao1_fabv,1_WOAV01000010
1_JTWN01000001_05597,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_JTWN01000001
1_RXBX01000001_00625,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXBX01000001
1_NSMZ01000001_02824,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSMZ01000001
1_FRTE01000297_05741,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRTE01000297
1_LSQD01000001_01285,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LSQD01000001
1_CP047592_03056,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_CP047592
9_AZVS01000001_02006,unannotated protein,151,309,5,78.03,60.606,98,2.1299999999999987e-168,474.0,pao1_fabv,9_AZVS01000001
1_LEHQ01000001_02492,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LEHQ01000001
1_NIQD01000010_04176,unannotated protein,4,397,0,99.75,98.995,100,0.0,808.0,pao1_fabv,1_NIQD01000010
1_QVBL01000926_06282,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QVBL01000926
1_MWXK01000001_01560,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_MWXK01000001
1_RXUS01000001_03269,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXUS01000001
1_NFFG01000100_05930,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_NFFG01000100
151_JMIT01000001_04747,unannotated protein,153,307,5,77.53,60.101000000000006,98,2.2999999999999988e-172,484.0,pao1_fabv,151_JMIT01000001
164_RCYY01000001_05512,unannotated protein,84,351,0,88.19,78.89399999999998,100,0.0,659.0,pao1_fabv,164_RCYY01000001
1_CP033771_00897,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP033771
1_LSAH01000001_02201,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LSAH01000001
1_LRYZ01000001_04316,unannotated protein,1,398,0,100.0,99.749,100,0.0,813.0,pao1_fabv,1_LRYZ01000001
1_PKIS01000001_04470,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_PKIS01000001
1_NIOL01000080_00165,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NIOL01000080
1_FRQG01000082_05349,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRQG01000082
1_JTSP01000001_05394,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTSP01000001
1_CP008862_03764,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP008862
1_RWRJ01000001_04184,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWRJ01000001
1_NSZR01000001_02805,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSZR01000001
24_AP015029_05027,unannotated protein,150,308,5,77.78,60.859,98,1.219999999999999e-174,491.0,pao1_fabv,24_AP015029
1_FRPY01000136_00286,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_FRPY01000136
1_CP029097_04607,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP029097
1_JTMX01000001_03255,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTMX01000001
1_WCHT01000010_04491,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_WCHT01000010
1_MPVA01000001_04582,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_MPVA01000001
47_021237_03339,unannotated protein,83,356,0,89.67,79.093,99,0.0,664.0,pao1_fabv,47_021237
1_RXTK01000001_00822,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_RXTK01000001
1_JTWF01000001_05419,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTWF01000001
9_PHSU01000001_02745,unannotated protein,76,353,0,88.69,80.905,100,0.0,661.0,pao1_fabv,9_PHSU01000001
1_NSUR01000001_05463,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSUR01000001
1_VRZB01000001_05210,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VRZB01000001
1_FRUE01000212_05027,unannotated protein,1,398,0,100.0,99.749,100,0.0,813.0,pao1_fabv,1_FRUE01000212
1_LLOF01000001_00262,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLOF01000001
1_RXBY01000001_00700,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXBY01000001
1_RXBZ01000001_00232,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXBZ01000001
1_NFGU01000100_01869,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NFGU01000100
1_JTPG01000001_05013,unannotated protein,1,398,0,100.0,99.749,100,0.0,813.0,pao1_fabv,1_JTPG01000001
1_JFJU01000001_00903,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JFJU01000001
1_LLMW01000001_04591,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLMW01000001
1_RACH01000323_01674,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RACH01000323
1_LLLS01000001_04490,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LLLS01000001
1_NIJC01000001_03580,unannotated protein,1,398,0,100.0,99.749,100,0.0,813.0,pao1_fabv,1_NIJC01000001
1_NRGL01000100_04695,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NRGL01000100
1_023066_02107,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_023066
1_CP028330_03910,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP028330
1_NFFE01000100_04107,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NFFE01000100
11_NPKB01000109_02334,unannotated protein,96,347,1,87.19,75.628,100,0.0,621.0,pao1_fabv,11_NPKB01000109
1_RWZS01000001_00419,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWZS01000001
35_KB898550_05208,unannotated protein,82,350,0,87.94,79.39699999999998,100,0.0,662.0,pao1_fabv,35_KB898550
1_JTYL01000001_01123,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTYL01000001
