"mod_species","ani","subject","clade","subclade"
"aeruginosa",99.2004,"GCF_002326455.1_ASM232645v1_genomic.fna","aeruginosa",""
"aeruginosa",99.2004,"GCF_003402255.1_ASM340225v1_genomic.fna","aeruginosa",""
"aeruginosa",99.2001,"GCF_001766145.1_ASM176614v1_genomic.fna","aeruginosa",""
"aeruginosa",99.2,"GCF_000496605.2_ASM49660v2_genomic.fna","aeruginosa",""
"aeruginosa",99.1998,"GCF_002215345.1_ASM221534v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1994,"GCF_003397445.1_ASM339744v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1992,"GCF_001449885.1_WH-SGI-V-07268_genomic.fna","aeruginosa",""
"aeruginosa",99.1986,"GCF_000793825.1_AZPAE14921_genomic.fna","aeruginosa",""
"aeruginosa",99.1985,"GCF_001451905.1_WH-SGI-V-07508_genomic.fna","aeruginosa",""
"aeruginosa",99.1985,"GCF_003630735.1_ASM363073v1_genomic.fna","aeruginosa",""
"aeruginosa",99.198,"GCF_002326395.1_ASM232639v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1977,"GCF_001034685.1_ASM103468v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1976,"GCF_001035175.1_ASM103517v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1971,"GCF_000796615.1_AZPAE12140_genomic.fna","aeruginosa",""
"aeruginosa",99.197,"GCF_001453435.1_WH-SGI-V-07638_genomic.fna","aeruginosa",""
"aeruginosa",99.197,"GCF_001766195.1_ASM176619v1_genomic.fna","aeruginosa",""
"aeruginosa",99.197,"GCF_002243265.1_ASM224326v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1966,"GCF_000520195.1_Pseu_aeru_PS42_V1_genomic.fna","aeruginosa",""
"aeruginosa",99.1965,"GCF_001454145.1_WH-SGI-V-07291_genomic.fna","aeruginosa",""
"aeruginosa",99.1964,"GCF_001765795.1_ASM176579v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1964,"GCF_001997195.1_ASM199719v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1963,"GCF_000797165.1_AZPAE12415_genomic.fna","aeruginosa",""
"aeruginosa",99.1959,"GCF_001293085.1_ASM129308v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1958,"GCF_000439875.1_SOAPdenovo_genomic.fna","aeruginosa",""
"aeruginosa",99.1953,"GCF_003397485.1_ASM339748v1_genomic.fna","aeruginosa",""
"aeruginosa",99.195,"GCF_003397515.1_ASM339751v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1946,"GCF_001036235.1_ASM103623v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1932,"GCF_002968515.1_ASM296851v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1919,"GCF_001182005.1_P63_London_25_VIM_2_03_14_genomic.fna","aeruginosa",""
"aeruginosa",99.1918,"GCF_001765805.1_ASM176580v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1915,"GCF_000797345.1_AZPAE14711_genomic.fna","aeruginosa",""
"aeruginosa",99.1914,"GCF_003413835.1_ASM341383v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1914,"GCF_003411895.1_ASM341189v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1911,"GCF_000629265.1_Pseu_aeru_3576_V1_genomic.fna","aeruginosa",""
"aeruginosa",99.1911,"GCF_000792515.1_AZPAE14993_genomic.fna","aeruginosa",""
"aeruginosa",99.1907,"GCF_001765715.1_ASM176571v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1901,"GCF_001060185.1_ASM106018v1_genomic.fna","aeruginosa",""
"aeruginosa",99.19,"GCF_001181965.1_P62_London_9_VIM_2_01_14_genomic.fna","aeruginosa",""
"aeruginosa",99.1899,"GCF_002980255.1_ASM298025v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1898,"GCF_003631825.1_ASM363182v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1897,"GCF_001452685.1_WH-SGI-V-07704_genomic.fna","aeruginosa",""
"aeruginosa",99.1897,"GCF_001452865.1_WH-SGI-V-07250_genomic.fna","aeruginosa",""
"aeruginosa",99.189,"GCF_003629195.1_ASM362919v1_genomic.fna","aeruginosa",""
"aeruginosa",99.189,"GCF_003629165.1_ASM362916v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1888,"GCF_001765595.1_ASM176559v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1886,"GCF_000792145.1_AZPAE15029_genomic.fna","aeruginosa",""
"aeruginosa",99.1886,"GCF_002136195.1_ASM213619v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1884,"GCF_000792325.1_AZPAE14984_genomic.fna","aeruginosa",""
"aeruginosa",99.1883,"GCF_000793595.1_AZPAE14939_genomic.fna","aeruginosa",""
"aeruginosa",99.1881,"GCF_000797245.1_AZPAE12418_genomic.fna","aeruginosa",""
"aeruginosa",99.1881,"GCF_003411355.1_ASM341135v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1878,"GCF_001180345.1_P1_London_28_IMP_1_04_05_genomic.fna","aeruginosa",""
"aeruginosa",99.1875,"GCF_001765475.1_ASM176547v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1872,"GCF_003412275.1_ASM341227v1_genomic.fna","aeruginosa",""
"aeruginosa",99.187,"GCF_001181525.1_P52_1_London_26_VIM_2_02_13_genomic.fna","aeruginosa",""
"aeruginosa",99.1867,"GCF_001875215.1_ASM187521v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1866,"GCF_001765915.1_ASM176591v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1865,"GCF_001765775.1_ASM176577v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1865,"GCF_001765585.1_ASM176558v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1864,"GCF_001454485.1_WH-SGI-V-07324_genomic.fna","aeruginosa",""
"aeruginosa",99.1863,"GCF_003411965.1_ASM341196v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1861,"GCF_002866785.1_ASM286678v1_genomic.fna","aeruginosa",""
"aeruginosa",99.186,"GCF_001037265.1_ASM103726v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1859,"GCF_001545175.1_ASM154517v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1859,"GCF_000793295.1_AZPAE15061_genomic.fna","aeruginosa",""
"aeruginosa",99.1859,"GCF_000794625.1_AZPAE14693_genomic.fna","aeruginosa",""
"aeruginosa",99.1859,"GCF_000791825.1_AZPAE14963_genomic.fna","aeruginosa",""
"aeruginosa",99.1859,"GCF_000795045.1_AZPAE14811_genomic.fna","aeruginosa",""
"aeruginosa",99.1858,"GCF_000439855.1_SOAPdenovo_genomic.fna","aeruginosa",""
"aeruginosa",99.1857,"GCF_003629895.1_ASM362989v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1855,"GCF_001450555.1_WH-SGI-V-07179_genomic.fna","aeruginosa",""
"aeruginosa",99.1854,"GCF_001420535.1_ASM142053v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1852,"GCF_000795325.1_AZPAE14825_genomic.fna","aeruginosa",""
"aeruginosa",99.1847,"GCF_002980355.1_ASM298035v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1847,"GCF_002194005.1_ASM219400v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1846,"GCF_002135615.1_ASM213561v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1842,"GCF_003629375.1_ASM362937v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1839,"GCF_003670025.1_ASM367002v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1836,"GCF_001035205.1_ASM103520v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1835,"GCF_000481125.1_Pseu_aeru_BL01_V1_genomic.fna","aeruginosa",""
"aeruginosa",99.1833,"GCF_001036305.1_ASM103630v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1831,"GCF_003631895.1_ASM363189v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1828,"GCF_002136495.1_ASM213649v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1824,"GCF_003629235.1_ASM362923v1_genomic.fna","aeruginosa",""
"aeruginosa",99.182,"GCF_000791545.1_AZPAE14951_genomic.fna","aeruginosa",""
"aeruginosa",99.182,"GCF_001453585.1_WH-SGI-V-07682_genomic.fna","aeruginosa",""
"aeruginosa",99.1819,"GCF_003631865.1_ASM363186v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1813,"GCF_002330345.1_ASM233034v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1811,"GCF_002136205.1_ASM213620v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1808,"GCF_002188535.1_ASM218853v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1801,"GCF_003631925.1_ASM363192v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1797,"GCF_001766035.1_ASM176603v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1797,"GCF_001450835.1_WH-SGI-V-07373_genomic.fna","aeruginosa",""
"aeruginosa",99.1796,"GCF_001453915.1_WH-SGI-V-07278_genomic.fna","aeruginosa",""
"aeruginosa",99.1796,"GCF_000790685.1_AZPAE14885_genomic.fna","aeruginosa",""
"aeruginosa",99.1795,"GCF_000794025.1_AZPAE14942_genomic.fna","aeruginosa",""
"aeruginosa",99.1785,"GCF_003665495.1_ASM366549v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1784,"GCF_002136375.1_ASM213637v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1783,"GCF_003669905.1_ASM366990v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1782,"GCF_003669875.1_ASM366987v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1782,"GCF_001555095.1_ASM155509v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1779,"GCF_001545255.1_ASM154525v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1777,"GCF_002332095.1_ASM233209v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1776,"GCF_003631295.1_ASM363129v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1769,"GCF_003629975.1_ASM362997v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1768,"GCF_001765635.1_ASM176563v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1761,"GCF_003412215.1_ASM341221v1_genomic.fna","aeruginosa",""
"aeruginosa",99.176,"GCF_003669955.1_ASM366995v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1759,"GCF_001765855.1_ASM176585v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1753,"GCF_000791065.1_AZPAE14899_genomic.fna","aeruginosa",""
"aeruginosa",99.1751,"GCF_001766115.1_ASM176611v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1748,"GCF_001180465.1_E2_London_17_VIM_2_02_09_genomic.fna","aeruginosa",""
"aeruginosa",99.1747,"GCF_000792115.1_AZPAE14976_genomic.fna","aeruginosa",""
"aeruginosa",99.1743,"GCF_001374195.1_286_2_5Pc_6_contigs_500_genomic.fna","aeruginosa",""
"aeruginosa",99.1741,"GCF_002330605.1_ASM233060v1_genomic.fna","aeruginosa",""
"aeruginosa",99.174,"GCF_000795665.1_AZPAE13877_genomic.fna","aeruginosa",""
"aeruginosa",99.1736,"GCF_001765725.1_ASM176572v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1734,"GCF_002968695.1_ASM296869v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1734,"GCF_003670015.1_ASM367001v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1733,"GCF_003629185.1_ASM362918v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1733,"GCF_000794885.1_AZPAE14727_genomic.fna","aeruginosa",""
"aeruginosa",99.1732,"GCF_003631955.1_ASM363195v1_genomic.fna","aeruginosa",""
"aeruginosa",99.173,"GCF_002135715.1_ASM213571v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1729,"GCF_003631445.1_ASM363144v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1729,"GCF_001765955.1_ASM176595v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1728,"GCF_002136515.1_ASM213651v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1728,"GCF_003632965.1_ASM363296v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1726,"GCF_001765865.1_ASM176586v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1724,"GCF_000796845.1_AZPAE14714_genomic.fna","aeruginosa",""
"aeruginosa",99.1719,"GCF_001765455.1_ASM176545v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1716,"GCF_001765575.1_ASM176557v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1714,"GCF_001765545.1_ASM176554v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1714,"GCF_003629145.1_ASM362914v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1713,"GCF_001766135.1_ASM176613v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1711,"GCF_001545185.1_ASM154518v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1709,"GCF_000705175.1_RH_uta_asm_1-2773_genomic.fna","aeruginosa",""
"aeruginosa",99.1708,"GCF_003632915.1_ASM363291v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1708,"GCF_000152525.1_ASM15252v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1706,"GCF_003288335.1_ASM328833v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1706,"GCF_002135835.1_ASM213583v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1705,"GCF_002312055.1_ASM231205v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1703,"GCF_003669925.1_ASM366992v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1703,"GCF_003630375.1_ASM363037v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1699,"GCF_000797185.1_AZPAE12416_genomic.fna","aeruginosa",""
"aeruginosa",99.1695,"GCF_003631905.1_ASM363190v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1695,"GCF_000797125.1_AZPAE12413_genomic.fna","aeruginosa",""
"aeruginosa",99.1691,"GCF_003571805.1_ASM357180v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1687,"GCF_001545195.1_ASM154519v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1686,"GCF_000790605.1_AZPAE14882_genomic.fna","aeruginosa",""
"aeruginosa",99.1681,"GCF_000496645.1_ASM49664v1_genomic.fna","aeruginosa",""
"aeruginosa",99.168,"GCF_003669995.1_ASM366999v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1679,"GCF_003632025.1_ASM363202v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1678,"GCF_000793285.1_AZPAE15062_genomic.fna","aeruginosa",""
"aeruginosa",99.1678,"GCF_003204335.1_ASM320433v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1678,"GCF_001766125.1_ASM176612v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1675,"GCF_000705155.1_RH_utaHolly_2_genomic.fna","aeruginosa",""
"aeruginosa",99.1675,"GCF_001034945.1_ASM103494v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1669,"GCF_002206285.2_ASM220628v2_genomic.fna","aeruginosa",""
"aeruginosa",99.1666,"GCF_001766075.1_ASM176607v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1665,"GCF_003631635.1_ASM363163v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1663,"GCF_002325925.1_ASM232592v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1657,"GCF_000789535.1_AZPAE14929_genomic.fna","aeruginosa",""
"aeruginosa",99.1654,"GCF_003632895.1_ASM363289v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1653,"GCF_001765835.1_ASM176583v1_genomic.fna","aeruginosa",""
"aeruginosa",99.165,"GCF_000793805.1_AZPAE14908_genomic.fna","aeruginosa",""
"aeruginosa",99.1649,"GCF_001601595.1_ASM160159v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1639,"GCF_003631775.1_ASM363177v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1635,"GCF_001766085.1_ASM176608v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1634,"GCF_003631575.1_ASM363157v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1629,"GCF_001765925.1_ASM176592v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1627,"GCF_000791185.1_AZPAE14922_genomic.fna","aeruginosa",""
"aeruginosa",99.1626,"GCF_003631595.1_ASM363159v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1626,"GCF_001295275.1_ASM129527v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1626,"GCF_001037065.1_ASM103706v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1613,"GCF_003632865.1_ASM363286v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1612,"GCF_000567865.1_MDRPA06_genomic.fna","aeruginosa",""
"aeruginosa",99.1612,"GCF_002135705.1_ASM213570v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1605,"GCF_003631785.1_ASM363178v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1602,"GCF_003631735.1_ASM363173v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1602,"GCF_001010525.1_ASM101052v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1601,"GCF_003631435.1_ASM363143v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1601,"GCF_002135795.1_ASM213579v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1594,"GCF_003410505.1_ASM341050v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1586,"GCF_001037145.1_ASM103714v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1586,"GCF_001765975.1_ASM176597v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1584,"GCF_000520455.1_Pseu_aeru_BWHPSA037_V1_genomic.fna","aeruginosa",""
"aeruginosa",99.1584,"GCF_002351425.1_ASM235142v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1571,"GCF_003669975.1_ASM366997v1_genomic.fna","aeruginosa",""
"aeruginosa",99.157,"GCF_003670055.1_ASM367005v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1566,"GCF_001453945.1_WH-SGI-V-07279_genomic.fna","aeruginosa",""
"aeruginosa",99.1561,"GCF_002330355.1_ASM233035v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1555,"GCF_001454625.1_WH-SGI-V-07790_genomic.fna","aeruginosa",""
"aeruginosa",99.1554,"GCF_001037275.1_ASM103727v1_genomic.fna","aeruginosa",""
"aeruginosa",99.155,"GCF_003629245.1_ASM362924v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1541,"GCF_003073615.1_ASM307361v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1541,"GCF_001765755.1_ASM176575v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1538,"GCF_001765995.1_ASM176599v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1533,"GCF_003632845.1_ASM363284v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1532,"GCF_003632825.1_ASM363282v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1526,"GCF_003631965.1_ASM363196v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1523,"GCF_001374035.1_280_15_311Bb_contigs_500_genomic.fna","aeruginosa",""
"aeruginosa",99.1507,"GCF_000797355.1_AZPAE12423_genomic.fna","aeruginosa",""
"aeruginosa",99.1506,"GCF_000789965.1_AZPAE14856_genomic.fna","aeruginosa",""
"aeruginosa",99.1503,"GCF_001374175.1_285_Tsb_7_contigs_500_genomic.fna","aeruginosa",""
"aeruginosa",99.1503,"GCF_001037105.1_ASM103710v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1484,"GCF_003631625.1_ASM363162v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1482,"GCF_000797145.1_AZPAE12414_genomic.fna","aeruginosa",""
"aeruginosa",99.148,"GCF_001766045.1_ASM176604v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1479,"GCF_003631845.1_ASM363184v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1471,"GCF_002135625.1_ASM213562v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1447,"GCF_001374135.1_283_Rw172_contigs_500_genomic.fna","aeruginosa",""
"aeruginosa",99.1437,"GCF_003631615.1_ASM363161v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1433,"GCF_001765435.1_ASM176543v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1418,"GCF_003631555.1_ASM363155v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1417,"GCF_000689435.1_Contig_genomic.fna","aeruginosa",""
"aeruginosa",99.1409,"GCF_000790105.1_AZPAE14862_genomic.fna","aeruginosa",""
"aeruginosa",99.1402,"GCF_001036985.1_ASM103698v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1387,"GCF_001036915.1_ASM103691v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1367,"GCF_001765985.1_ASM176598v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1366,"GCF_003631305.1_ASM363130v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1315,"GCF_003632905.1_ASM363290v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1305,"GCF_001374095.1_281_Tsb_Bead_Dwl_Pool_1_contigs_500_genomic.fna","aeruginosa",""
"aeruginosa",99.1248,"GCF_003631985.1_ASM363198v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1242,"GCF_000795905.1_AZPAE14718_genomic.fna","aeruginosa",""
"aeruginosa",99.1241,"GCF_001061475.1_ASM106147v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1237,"GCF_000817165.1_DR1_assembly_genomic.fna","aeruginosa",""
"aeruginosa",99.1229,"GCF_001766205.1_ASM176620v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1211,"GCF_002351435.1_ASM235143v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1153,"GCF_003632975.1_ASM363297v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1138,"GCF_001051345.1_PAMH19_genomic.fna","aeruginosa",""
"aeruginosa",99.1115,"GCF_001067105.1_ASM106710v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1107,"GCF_003631755.1_ASM363175v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1107,"GCF_001765465.1_ASM176546v1_genomic.fna","aeruginosa",""
"aeruginosa",99.108,"GCF_000341565.1_ASM34156v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1053,"GCF_001516345.1_ASM151634v1_genomic.fna","aeruginosa",""
"aeruginosa",99.1028,"GCF_001036075.1_ASM103607v1_genomic.fna","aeruginosa",""
"aeruginosa",99.0883,"GCF_000793865.1_AZPAE14930_genomic.fna","aeruginosa",""
"aeruginosa",99.0405,"GCF_002193745.1_ASM219374v1_genomic.fna","aeruginosa",""
"aeruginosa",99.0368,"GCF_000791885.1_AZPAE14967_genomic.fna","aeruginosa",""
"aeruginosa",99.0164,"GCF_003632045.1_ASM363204v1_genomic.fna","aeruginosa",""
"aeruginosa",98.9824,"GCF_000629365.1_Pseu_aeru_PS75_V1_genomic.fna","aeruginosa",""
"aeruginosa",98.9819,"GCF_003633065.1_ASM363306v1_genomic.fna","aeruginosa",""
"aeruginosa",98.971,"GCF_002075065.1_ASM207506v1_genomic.fna","aeruginosa",""
"aeruginosa",98.9647,"GCF_000791145.1_AZPAE14903_genomic.fna","aeruginosa",""
"aeruginosa",98.9626,"GCF_002330885.1_ASM233088v1_genomic.fna","aeruginosa",""
"aeruginosa",98.9538,"GCF_003055425.1_ASM305542v1_genomic.fna","aeruginosa",""
"aeruginosa",98.9529,"GCF_000481085.1_Pseu_aeru_BL03_V1_genomic.fna","aeruginosa",""
"aeruginosa",98.9474,"GCF_000790735.1_AZPAE15041_genomic.fna","aeruginosa",""
"aeruginosa",98.9373,"GCF_000790785.1_AZPAE14888_genomic.fna","aeruginosa",""
"aeruginosa",98.9192,"GCF_000790505.1_AZPAE14878_genomic.fna","aeruginosa",""
"aeruginosa",98.851,"GCF_003698655.1_ASM369865v1_genomic.fna","aeruginosa",""
"aeruginosa",98.8494,"GCF_003698685.1_ASM369868v1_genomic.fna","aeruginosa",""
"aeruginosa",98.8445,"GCF_000974565.1_ASM97456v1_genomic.fna","aeruginosa",""
"aeruginosa",98.8302,"GCF_001449325.1_WH-SGI-V-07070_genomic.fna","aeruginosa",""
"aeruginosa",98.8278,"GCF_000480785.1_Pseu_aeru_BL18_V1_genomic.fna","aeruginosa",""
"aeruginosa",98.818,"GCF_002263645.1_ASM226364v1_genomic.fna","aeruginosa",""
"aeruginosa",98.8124,"GCF_001065055.1_ASM106505v1_genomic.fna","aeruginosa",""
"aeruginosa",98.8101,"GCF_000480745.1_Pseu_aeru_BL20_V1_genomic.fna","aeruginosa",""
"aeruginosa",98.8029,"GCF_001450305.1_WH-SGI-V-07380_genomic.fna","aeruginosa",""
"aeruginosa",98.7885,"GCF_002205355.1_ASM220535v1_genomic.fna","aeruginosa",""
"aeruginosa",98.7843,"GCF_000629585.1_Pseu_aeru_BWH050_V1_genomic.fna","aeruginosa",""
"aeruginosa",98.7811,"GCF_000793045.1_AZPAE15019_genomic.fna","aeruginosa",""
"aeruginosa",98.7806,"GCF_000794735.1_AZPAE14700_genomic.fna","aeruginosa",""
"aeruginosa",98.7802,"GCF_003669815.1_ASM366981v1_genomic.fna","aeruginosa",""
"aeruginosa",98.7789,"GCF_001632245.1_ASM163224v1_genomic.fna","aeruginosa",""
"aeruginosa",98.7786,"GCF_003633255.1_ASM363325v1_genomic.fna","aeruginosa",""
"aeruginosa",98.7786,"GCF_001516385.1_ASM151638v1_genomic.fna","aeruginosa",""
"aeruginosa",98.7759,"GCF_003332455.1_ASM333245v1_genomic.fna","aeruginosa",""
"aeruginosa",98.7747,"GCF_000795785.1_AZPAE14359_genomic.fna","aeruginosa",""
"aeruginosa",98.7746,"GCF_002330525.1_ASM233052v1_genomic.fna","aeruginosa",""
"aeruginosa",98.7738,"GCF_001454095.1_WH-SGI-V-07856_genomic.fna","aeruginosa",""
"aeruginosa",98.7729,"GCF_003410935.1_ASM341093v1_genomic.fna","aeruginosa",""
"aeruginosa",98.7728,"GCF_000796005.1_AZPAE14393_genomic.fna","aeruginosa",""
"aeruginosa",98.7715,"GCF_002326425.1_ASM232642v1_genomic.fna","aeruginosa",""
"aeruginosa",98.7713,"GCF_002216465.1_ASM221646v1_genomic.fna","aeruginosa",""
"aeruginosa",98.7711,"GCF_000796425.1_AZPAE14509_genomic.fna","aeruginosa",""
"aeruginosa",98.771,"GCF_000791765.1_AZPAE14960_genomic.fna","aeruginosa",""
"aeruginosa",98.7707,"GCF_003410485.1_ASM341048v1_genomic.fna","aeruginosa",""
"aeruginosa",98.7697,"GCF_002192475.1_ASM219247v1_genomic.fna","aeruginosa",""
"aeruginosa",98.7689,"GCF_000480965.1_Pseu_aeru_BL09_V1_genomic.fna","aeruginosa",""
"aeruginosa",98.7683,"GCF_003611405.1_ASM361140v1_genomic.fna","aeruginosa",""
"aeruginosa",98.7669,"GCF_001554775.1_ASM155477v1_genomic.fna","aeruginosa",""
"aeruginosa",98.7657,"GCF_002330395.1_ASM233039v1_genomic.fna","aeruginosa",""
"aeruginosa",98.7656,"GCF_000647595.2_PseAer148_2.0_genomic.fna","aeruginosa",""
"aeruginosa",98.7648,"GCF_002312315.1_ASM231231v1_genomic.fna","aeruginosa",""
"aeruginosa",98.7636,"GCF_003632525.1_ASM363252v1_genomic.fna","aeruginosa",""
