query,subject,ani,matches,total
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000567865.1_MDRPA06_genomic.fna,99.1612,1873,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_002135705.1_ASM213570v1_genomic.fna,99.1612,1984,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003631785.1_ASM363178v1_genomic.fna,99.1605,1940,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003631735.1_ASM363173v1_genomic.fna,99.1602,1950,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001010525.1_ASM101052v1_genomic.fna,99.1602,1878,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003631435.1_ASM363143v1_genomic.fna,99.1601,1960,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_002135795.1_ASM213579v1_genomic.fna,99.1601,1978,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003410505.1_ASM341050v1_genomic.fna,99.1594,1948,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001037145.1_ASM103714v1_genomic.fna,99.1586,1866,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001765975.1_ASM176597v1_genomic.fna,99.1586,1994,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000520455.1_Pseu_aeru_BWHPSA037_V1_genomic.fna,99.1584,2013,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_002351425.1_ASM235142v1_genomic.fna,99.1584,1968,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003669975.1_ASM366997v1_genomic.fna,99.1571,1987,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003670055.1_ASM367005v1_genomic.fna,99.15700000000001,1973,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001453945.1_WH-SGI-V-07279_genomic.fna,99.1566,1990,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_002330355.1_ASM233035v1_genomic.fna,99.1561,1979,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001454625.1_WH-SGI-V-07790_genomic.fna,99.1555,1960,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001037275.1_ASM103727v1_genomic.fna,99.1554,1844,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003629245.1_ASM362924v1_genomic.fna,99.155,1930,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003073615.1_ASM307361v1_genomic.fna,99.1541,2020,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001765755.1_ASM176575v1_genomic.fna,99.1541,1973,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001765995.1_ASM176599v1_genomic.fna,99.1538,1982,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003632845.1_ASM363284v1_genomic.fna,99.1533,1944,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003632825.1_ASM363282v1_genomic.fna,99.1532,1936,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003631965.1_ASM363196v1_genomic.fna,99.1526,1961,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001374035.1_280_15_311Bb_contigs_500_genomic.fna,99.1523,1969,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000797355.1_AZPAE12423_genomic.fna,99.1507,1944,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000789965.1_AZPAE14856_genomic.fna,99.1506,1947,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001374175.1_285_Tsb_7_contigs_500_genomic.fna,99.1503,1966,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001037105.1_ASM103710v1_genomic.fna,99.1503,1868,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003631625.1_ASM363162v1_genomic.fna,99.1484,1962,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000797145.1_AZPAE12414_genomic.fna,99.1482,1943,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001766045.1_ASM176604v1_genomic.fna,99.148,1972,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003631845.1_ASM363184v1_genomic.fna,99.1479,1967,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_002135625.1_ASM213562v1_genomic.fna,99.1471,1984,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001374135.1_283_Rw172_contigs_500_genomic.fna,99.1447,1966,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003631615.1_ASM363161v1_genomic.fna,99.1437,1952,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001765435.1_ASM176543v1_genomic.fna,99.1433,1925,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003631555.1_ASM363155v1_genomic.fna,99.1418,1932,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000689435.1_Contig_genomic.fna,99.1417,1924,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000790105.1_AZPAE14862_genomic.fna,99.1409,1951,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001036985.1_ASM103698v1_genomic.fna,99.1402,1838,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001036915.1_ASM103691v1_genomic.fna,99.1387,1855,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001765985.1_ASM176598v1_genomic.fna,99.1367,1957,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003631305.1_ASM363130v1_genomic.fna,99.1366,1957,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003632905.1_ASM363290v1_genomic.fna,99.1315,1913,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001374095.1_281_Tsb_Bead_Dwl_Pool_1_contigs_500_genomic.fna,99.1305,1968,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003631985.1_ASM363198v1_genomic.fna,99.1248,1945,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000795905.1_AZPAE14718_genomic.fna,99.1242,1896,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001061475.1_ASM106147v1_genomic.fna,99.1241,1981,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000817165.1_DR1_assembly_genomic.fna,99.1237,1909,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001766205.1_ASM176620v1_genomic.fna,99.1229,1923,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_002351435.1_ASM235143v1_genomic.fna,99.1211,1919,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003632975.1_ASM363297v1_genomic.fna,99.1153,1903,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001051345.1_PAMH19_genomic.fna,99.1138,2003,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001067105.1_ASM106710v1_genomic.fna,99.1115,1861,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003631755.1_ASM363175v1_genomic.fna,99.1107,1929,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001765465.1_ASM176546v1_genomic.fna,99.1107,1886,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000341565.1_ASM34156v1_genomic.fna,99.10799999999999,1845,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001516345.1_ASM151634v1_genomic.fna,99.1053,2019,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001036075.1_ASM103607v1_genomic.fna,99.1028,1824,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000793865.1_AZPAE14930_genomic.fna,99.0883,1926,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_002088165.2_ASM208816v2_genomic.fna,99.0435,1541,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_002193745.1_ASM219374v1_genomic.fna,99.0405,1971,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000791885.1_AZPAE14967_genomic.fna,99.0368,1973,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003632045.1_ASM363204v1_genomic.fna,99.0164,1950,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000629365.1_Pseu_aeru_PS75_V1_genomic.fna,98.9824,2011,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003633065.1_ASM363306v1_genomic.fna,98.9819,1959,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_002075065.1_ASM207506v1_genomic.fna,98.971,2009,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000791145.1_AZPAE14903_genomic.fna,98.9647,1908,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_002330885.1_ASM233088v1_genomic.fna,98.9626,1975,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003055425.1_ASM305542v1_genomic.fna,98.9538,1989,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000481085.1_Pseu_aeru_BL03_V1_genomic.fna,98.9529,2002,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000790735.1_AZPAE15041_genomic.fna,98.9474,1928,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000790785.1_AZPAE14888_genomic.fna,98.9373,1945,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000790505.1_AZPAE14878_genomic.fna,98.9192,1919,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003698655.1_ASM369865v1_genomic.fna,98.851,2001,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003698685.1_ASM369868v1_genomic.fna,98.8494,2007,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000974565.1_ASM97456v1_genomic.fna,98.8445,1976,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001449325.1_WH-SGI-V-07070_genomic.fna,98.8302,1997,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000480785.1_Pseu_aeru_BL18_V1_genomic.fna,98.8278,2015,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_002263645.1_ASM226364v1_genomic.fna,98.818,2020,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001065055.1_ASM106505v1_genomic.fna,98.8124,2004,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000480745.1_Pseu_aeru_BL20_V1_genomic.fna,98.8101,2007,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001450305.1_WH-SGI-V-07380_genomic.fna,98.8029,1998,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_002205355.1_ASM220535v1_genomic.fna,98.7885,2017,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000629585.1_Pseu_aeru_BWH050_V1_genomic.fna,98.7843,2001,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000793045.1_AZPAE15019_genomic.fna,98.7811,1957,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000794735.1_AZPAE14700_genomic.fna,98.7806,1922,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003669815.1_ASM366981v1_genomic.fna,98.7802,1959,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001632245.1_ASM163224v1_genomic.fna,98.7789,2019,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003633255.1_ASM363325v1_genomic.fna,98.7786,1940,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001516385.1_ASM151638v1_genomic.fna,98.7786,2028,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003332455.1_ASM333245v1_genomic.fna,98.7759,1990,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000795785.1_AZPAE14359_genomic.fna,98.7747,1994,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_002330525.1_ASM233052v1_genomic.fna,98.7746,1978,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001454095.1_WH-SGI-V-07856_genomic.fna,98.7738,1988,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003410935.1_ASM341093v1_genomic.fna,98.7729,1967,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000796005.1_AZPAE14393_genomic.fna,98.7728,1977,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_002326425.1_ASM232642v1_genomic.fna,98.7715,1966,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_002216465.1_ASM221646v1_genomic.fna,98.7713,1974,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000796425.1_AZPAE14509_genomic.fna,98.7711,1985,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000791765.1_AZPAE14960_genomic.fna,98.771,1977,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003410485.1_ASM341048v1_genomic.fna,98.7707,1911,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_002192475.1_ASM219247v1_genomic.fna,98.7697,2019,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000480965.1_Pseu_aeru_BL09_V1_genomic.fna,98.7689,2019,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003611405.1_ASM361140v1_genomic.fna,98.7683,1958,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001554775.1_ASM155477v1_genomic.fna,98.7669,1969,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_002330395.1_ASM233039v1_genomic.fna,98.7657,1971,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000647595.2_PseAer148_2.0_genomic.fna,98.7656,1942,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_002312315.1_ASM231231v1_genomic.fna,98.7648,1984,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003632525.1_ASM363252v1_genomic.fna,98.7636,1965,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_002330955.1_ASM233095v1_genomic.fna,98.7633,1987,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000629425.1_Pseu_aeru_BWH058_V1_genomic.fna,98.762,2016,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_002312295.1_ASM231229v1_genomic.fna,98.7617,1990,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_002964275.1_ASM296427v1_genomic.fna,98.7608,1961,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_002312335.1_ASM231233v1_genomic.fna,98.7606,1994,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001374215.1_287_10Pc_5_contigs_500_genomic.fna,98.7603,1959,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_002237425.1_ASM223742v1_genomic.fna,98.7601,2001,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003312935.1_ASM331293v1_genomic.fna,98.7598,1832,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000794585.1_AZPAE14692_genomic.fna,98.7592,1963,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003669825.1_ASM366982v1_genomic.fna,98.7588,1964,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000520315.1_Pseu_aeru_BWHPSA044_V1_genomic.fna,98.758,2021,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000791365.1_AZPAE15026_genomic.fna,98.758,1972,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000480645.1_Pseu_aeru_BL25_V1_genomic.fna,98.7578,2020,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001554785.1_ASM155478v1_genomic.fna,98.7576,1977,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003584985.1_ASM358498v1_genomic.fna,98.7574,1990,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000481165.1_Pseu_aeru_BWH027_V1_genomic.fna,98.7572,2028,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003324255.1_ASM332425v1_genomic.fna,98.757,2015,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000790345.1_AZPAE15039_genomic.fna,98.7554,1957,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001554455.1_ASM155445v1_genomic.fna,98.7553,1949,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001454165.1_WH-SGI-V-07293_genomic.fna,98.7544,1980,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003412165.1_ASM341216v1_genomic.fna,98.7544,1959,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003633365.1_ASM363336v1_genomic.fna,98.7534,1969,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001452155.1_WH-SGI-V-07636_genomic.fna,98.75299999999999,1999,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001722005.2_ASM172200v2_genomic.fna,98.7529,2006,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003340635.1_ASM334063v1_genomic.fna,98.7512,1993,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000520435.1_Pseu_aeru_BWHPSA038_V1_genomic.fna,98.7498,2010,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003698745.1_ASM369874v1_genomic.fna,98.7497,1976,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001554305.1_ASM155430v1_genomic.fna,98.7492,1950,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000795425.1_AZPAE13848_genomic.fna,98.7492,1959,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_002263545.1_ASM226354v1_genomic.fna,98.7487,2009,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_002223805.1_ASM222380v1_genomic.fna,98.7487,2020,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_002312145.1_ASM231214v1_genomic.fna,98.7479,1990,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_002330255.1_ASM233025v1_genomic.fna,98.7477,1947,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_002325945.1_ASM232594v1_genomic.fna,98.7477,1938,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001554575.1_ASM155457v1_genomic.fna,98.7476,1947,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003633075.1_ASM363307v1_genomic.fna,98.74700000000001,1961,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001453835.1_WH-SGI-V-07255_genomic.fna,98.7468,1936,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003633285.1_ASM363328v1_genomic.fna,98.74600000000001,1941,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001065035.1_ASM106503v1_genomic.fna,98.7457,1974,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_002263575.1_ASM226357v1_genomic.fna,98.7454,2003,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001454085.1_WH-SGI-V-07574_genomic.fna,98.7452,1972,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000795145.1_AZPAE14816_genomic.fna,98.7451,1966,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_002331985.1_ASM233198v1_genomic.fna,98.7451,1982,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_002237405.1_ASM223740v1_genomic.fna,98.7451,2008,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000629385.1_Pseu_aeru_BWH060_V1_genomic.fna,98.7447,2015,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_002312675.1_ASM231267v1_genomic.fna,98.744,1989,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001373975.1_251_10Pc_2_contigs_500_genomic.fna,98.744,1971,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001554805.1_ASM155480v1_genomic.fna,98.7439,1965,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001909615.1_ASM190961v1_genomic.fna,98.7437,1868,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003611345.1_ASM361134v1_genomic.fna,98.7436,1954,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003332645.1_ASM333264v1_genomic.fna,98.7436,1994,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_002326045.1_ASM232604v1_genomic.fna,98.7431,1993,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001451295.1_WH-SGI-V-07408_genomic.fna,98.7428,1993,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_002312645.1_ASM231264v1_genomic.fna,98.7427,1996,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000790585.1_AZPAE15024_genomic.fna,98.7423,1967,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000480845.1_Pseu_aeru_BL15_V1_genomic.fna,98.7422,2008,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001921005.1_TRN6592_genomic.fna,98.742,1908,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003411275.1_ASM341127v1_genomic.fna,98.741,1954,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000404265.1_Pseu_aeru_PA14_V1_genomic.fna,98.7409,2009,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001516365.2_ASM151636v2_genomic.fna,98.7399,1931,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001454365.1_WH-SGI-V-07313_genomic.fna,98.7389,1987,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000988505.1_ASM98850v1_genomic.fna,98.7387,2013,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001374015.1_256_15_311Gb_contigs_500_genomic.fna,98.7383,1969,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_002312135.1_ASM231213v1_genomic.fna,98.7381,1984,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001373875.1_246_Rw30_contigs_500_genomic.fna,98.7381,1971,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001469435.2_ASM146943v3_genomic.fna,98.7379,1988,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001373655.1_235_Rw146_contigs_500_genomic.fna,98.7377,1972,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001921065.1_TRN6601_genomic.fna,98.7375,1927,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000789625.1_AZPAE14842_genomic.fna,98.73700000000001,1956,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001813485.1_ASM181348v1_genomic.fna,98.7369,1977,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001452105.1_WH-SGI-V-07633_genomic.fna,98.7368,1984,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001374675.1_224_Rw192_contigs_500_genomic.fna,98.7353,1971,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001374635.1_222_Rw18_contigs_500_genomic.fna,98.7352,1973,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_002287725.2_ASM228772v2_genomic.fna,98.735,2013,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000790985.1_AZPAE15045_genomic.fna,98.7349,1977,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001374655.1_223_Rw138_contigs_500_genomic.fna,98.7347,1972,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001374855.1_233_15_321Bb_contigs_500_genomic.fna,98.7342,1971,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001374475.1_214_Tsb_9_contigs_500_genomic.fna,98.7341,1973,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000481585.1_Pseu_aeru_BWH006_V1_genomic.fna,98.734,1991,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003143815.1_ASM314381v1_genomic.fna,98.734,1947,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001374795.1_230_15Pc_4_contigs_500_genomic.fna,98.7337,1972,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001373615.1_213_Tsb_1_contigs_500_genomic.fna,98.7336,1974,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001451145.1_WH-SGI-V-07407_genomic.fna,98.7335,1997,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001444915.1_ASM144491v1_genomic.fna,98.7334,1964,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_002263615.1_ASM226361v1_genomic.fna,98.7334,1987,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000506805.1_P_aeruginosa_VRFPA07_genomic.fna,98.7334,1950,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001451425.1_WH-SGI-V-07421_genomic.fna,98.7331,1987,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000359505.1_ASM35950v1_genomic.fna,98.73299999999999,2013,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001874975.1_ASM187497v1_genomic.fna,98.73299999999999,1990,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000792975.1_AZPAE15015_genomic.fna,98.7325,1951,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_002812905.2_ASM281290v2_genomic.fna,98.7324,1999,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_002812905.1_ASM281290v1_genomic.fna,98.7324,1999,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_002812925.1_ASM281292v1_genomic.fna,98.7324,1999,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000014625.1_ASM1462v1_genomic.fna,98.7321,2023,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000982125.1_ASM98212v1_genomic.fna,98.73200000000001,1972,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003060845.1_ASM306084v1_genomic.fna,98.73200000000001,1996,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001374755.1_228_10Pc_8_contigs_500_genomic.fna,98.7319,1969,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000215795.4_PA15_miseq_genomic.fna,98.7318,1991,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000793685.1_AZPAE14932_genomic.fna,98.7316,1930,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001375075.1_264_12_5Pc_1_2_contigs_500_genomic.fna,98.73100000000001,1976,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000789495.1_AZPAE15035_genomic.fna,98.7309,1947,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001374695.1_225_Tsb_2_contigs_500_genomic.fna,98.7305,1972,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003412125.1_ASM341212v1_genomic.fna,98.7303,1968,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003324555.1_ASM332455v1_genomic.fna,98.7303,1997,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001374815.1_231_15_121B_contigs_500_genomic.fna,98.7301,1970,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001374835.1_232_15_221Ba_contigs_500_genomic.fna,98.7299,1972,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000629125.1_Pseu_aeru_BWH030_V1_genomic.fna,98.7297,1969,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001375035.1_262_2_5Pc_4_contigs_500_genomic.fna,98.7297,1974,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000790835.1_AZPAE15047_genomic.fna,98.7296,1957,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_000790885.1_AZPAE14892_genomic.fna,98.7294,1962,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001374575.1_219_15_121A_contigs_500_genomic.fna,98.7292,1970,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001453125.1_WH-SGI-V-07418_genomic.fna,98.7291,1976,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001374615.1_221_15_321Ba_contigs_500_genomic.fna,98.7289,1971,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_001452745.1_WH-SGI-V-07707_genomic.fna,98.7288,1984,2088
