"filename","cleaned_filename","sseqid","stitle","mismatch","positive","gaps","ppos","pident","qcovs","evalue","bitscore","qseqid","mod_species","ani","clade","fabv_pa"
"GCF_000796705.1_AZPAE12144_genomic.fna","1_JUAS01000001","1_JUAS01000001_03328","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.2748,"aeruginosa",1
"GCF_000796725.1_AZPAE14715_genomic.fna","1_JTWR01000001","1_JTWR01000001_01844","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.2262,"aeruginosa",1
"GCF_000796745.1_AZPAE12145_genomic.fna","1_JUAR01000001","1_JUAR01000001_00827","unannotated protein",1,397,0,99.75,99.749,100,0,813,"pao1_fabv","aeruginosa",99.2939,"aeruginosa",1
"GCF_000796765.1_AZPAE12146_genomic.fna","1_JUAQ01000001","1_JUAQ01000001_05236","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.2297,"aeruginosa",1
"GCF_000796785.1_AZPAE12149_genomic.fna","1_JUAN01000001","1_JUAN01000001_04867","unannotated protein",1,397,0,99.75,99.749,100,0,813,"pao1_fabv","aeruginosa",99.2592,"aeruginosa",1
"GCF_000796795.1_AZPAE12147_genomic.fna","1_JUAP01000001","1_JUAP01000001_02175","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3007,"aeruginosa",1
"GCF_000796825.1_AZPAE12148_genomic.fna","1_JUAO01000001","1_JUAO01000001_03345","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.2498,"aeruginosa",1
"GCF_000796845.1_AZPAE14714_genomic.fna","1_JTWS01000001","1_JTWS01000001_00650","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.1724,"aeruginosa",1
"GCF_000796865.1_AZPAE12150_genomic.fna","1_JUAM01000001","1_JUAM01000001_00142","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.2168,"aeruginosa",1
"GCF_000796875.1_AZPAE12151_genomic.fna","1_JUAL01000001","1_JUAL01000001_01960","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.2148,"aeruginosa",1
"GCF_000796905.1_AZPAE12152_genomic.fna","1_JUAK01000001","1_JUAK01000001_00831","unannotated protein",1,398,0,100,99.749,100,0,813,"pao1_fabv","aeruginosa",99.2335,"aeruginosa",1
"GCF_000796925.1_AZPAE12153_genomic.fna","1_JUAJ01000001","1_JUAJ01000001_02904","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.2641,"aeruginosa",1
"GCF_000796945.1_AZPAE12154_genomic.fna","1_JUAI01000001","1_JUAI01000001_02285","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3182,"aeruginosa",1
"GCF_000796955.1_AZPAE12155_genomic.fna","1_JUAH01000001","1_JUAH01000001_00373","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.2589,"aeruginosa",1
"GCF_000796985.1_AZPAE12156_genomic.fna","1_JUAG01000001","1_JUAG01000001_01493","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.2587,"aeruginosa",1
"GCF_000797005.1_AZPAE12409_genomic.fna","1_JUAF01000001","1_JUAF01000001_00559","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3216,"aeruginosa",1
"GCF_000797025.1_AZPAE14719_genomic.fna","1_JTWN01000001","1_JTWN01000001_05597","unannotated protein",1,397,0,99.75,99.749,100,0,812,"pao1_fabv","aeruginosa",98.6393,"aeruginosa",1
"GCF_000797045.1_AZPAE12410_genomic.fna","1_JUAE01000001","1_JUAE01000001_05060","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.2534,"aeruginosa",1
"GCF_000797055.1_AZPAE12411_genomic.fna","1_JUAD01000001","1_JUAD01000001_03921","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.364,"aeruginosa",1
"GCF_000797085.1_AZPAE14713_genomic.fna","1_JTWT01000001","1_JTWT01000001_01814","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.224,"aeruginosa",1
"GCF_000797105.1_AZPAE12412_genomic.fna","1_JUAC01000001","1_JUAC01000001_03584","unannotated protein",1,397,0,99.75,99.749,100,0,813,"pao1_fabv","aeruginosa",99.2606,"aeruginosa",1
"GCF_000797125.1_AZPAE12413_genomic.fna","1_JUAB01000001","1_JUAB01000001_01666","unannotated protein",1,397,0,99.75,99.749,100,0,813,"pao1_fabv","aeruginosa",99.1695,"aeruginosa",1
"GCF_000797145.1_AZPAE12414_genomic.fna","1_JUAA01000001","1_JUAA01000001_00035","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.1482,"aeruginosa",1
"GCF_000797165.1_AZPAE12415_genomic.fna","1_JTZZ01000001","1_JTZZ01000001_02953","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.1963,"aeruginosa",1
"GCF_000797185.1_AZPAE12416_genomic.fna","1_JTZY01000001","1_JTZY01000001_00974","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.1699,"aeruginosa",1
"GCF_000797205.1_AZPAE14712_genomic.fna","1_JTWU01000001","1_JTWU01000001_00896","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",98.641,"aeruginosa",1
"GCF_000797225.1_AZPAE12417_genomic.fna","1_JTZX01000001","1_JTZX01000001_04917","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.2823,"aeruginosa",1
"GCF_000797245.1_AZPAE12418_genomic.fna","1_JTZW01000001","1_JTZW01000001_00208","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.1881,"aeruginosa",1
"GCF_000797265.1_AZPAE12419_genomic.fna","1_JTZV01000001","1_JTZV01000001_02399","unannotated protein",1,398,0,100,99.749,100,0,813,"pao1_fabv","aeruginosa",99.3033,"aeruginosa",1
"GCF_000797285.1_AZPAE12420_genomic.fna","1_JTZU01000001","1_JTZU01000001_01294","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.2787,"aeruginosa",1
"GCF_000797305.1_AZPAE12421_genomic.fna","1_JTZT01000001","1_JTZT01000001_03747","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.2609,"aeruginosa",1
"GCF_000797325.1_AZPAE12422_genomic.fna","1_JTZS01000001","1_JTZS01000001_05527","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3759,"aeruginosa",1
"GCF_000797345.1_AZPAE14711_genomic.fna","1_JTWV01000001","1_JTWV01000001_05032","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.1915,"aeruginosa",1
"GCF_000797355.1_AZPAE12423_genomic.fna","1_JTZR01000001","1_JTZR01000001_04298","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.1507,"aeruginosa",1
"GCF_000797395.1_AZPAE13756_genomic.fna","1_JTZQ01000001","1_JTZQ01000001_03397","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.2588,"aeruginosa",1
"GCF_000800055.1_ASM80005v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mohnii",98.8233,"fluorescens",0
"GCF_000800585.1_PseuPA1G7_1.0_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"brassicacearum_group",99.4279,"fluorescens",0
"GCF_000800625.1_PseuPA3G8_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lini",98.8911,"fluorescens",0
"GCF_000800685.1_ASM80068v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"syringae",98.1163,"syringae",0
"GCF_000801775.1_PfAU2989_genomic.fna","11_T01000003","11_T01000003_04448","unannotated protein",97,347,0,87.19,75.628,100,0,629,"pao1_fabv","rhodesiae",99.9378,"fluorescens",1
"GCF_000801835.1_PfAU10973_genomic.fna","86_JRXV01000021","86_JRXV01000021_01041","unannotated protein",97,345,1,86.68,75.377,100,0,621,"pao1_fabv","lurida",99.1648,"fluorescens",1
"GCF_000801855.1_PfAU11518_genomic.fna","11_W01000060","11_W01000060_02751","unannotated protein",96,348,0,87.44,75.879,100,0,631,"pao1_fabv","rhodesiae",97.5803,"fluorescens",1
"GCF_000801915.1_PfAU12271_genomic.fna","11_P01000019","11_P01000019_01785","unannotated protein",96,348,0,87.44,75.879,100,0,631,"pao1_fabv","rhodesiae",97.6811,"fluorescens",1
"GCF_000802425.1_ASM80242v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"flexibilis",98.7512,"none",0
"GCF_000806415.1_ASM80641v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"flexibilis",100,"none",0
"GCF_000807755.1_ASM80775v1_genomic.fna","91_JUEH01000001","91_JUEH01000001_03291","unannotated protein",56,374,0,94.21,85.894,99,0,718,"pao1_fabv","nitroreducens",99.1176,"aeruginosa",1
"GCF_000807755.1_ASM80775v1_genomic.fna","91_JUEH01000001","91_JUEH01000001_02900","unannotated protein",79,352,0,88.66,80.101,99,0,665,"pao1_fabv","nitroreducens",99.1176,"aeruginosa",1
"GCF_000812405.1_ASM81240v1_genomic.fna","9_JWMC01000001","9_JWMC01000001_05265","unannotated protein",60,375,0,94.46,84.887,99,0,715,"pao1_fabv","citronellolis_group",97.2232,"aeruginosa",1
"GCF_000813225.1_ASM81322v1_genomic.fna","16_BBQB01000059","16_BBQB01000059_00428","unannotated protein",82,357,0,89.92,79.345,99,0,664,"pao1_fabv","chlororaphis",95.1766,"fluorescens",1
"GCF_000813265.1_ASM81326v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mendocina",100,"oleovorans",0
"GCF_000813565.1_ASM81356v1_genomic.fna","1_JWJU01000001","1_JWJU01000001_03004","unannotated protein",1,397,0,99.75,99.749,100,0,813,"pao1_fabv","aeruginosa",98.0596,"aeruginosa",1
"GCF_000816985.1_ASM81698v1_genomic.fna","1_CP007399","1_CP007399_04403","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.301,"aeruginosa",1
"GCF_000817165.1_DR1_assembly_genomic.fna","1_JSWB01000001","1_JSWB01000001_01202","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.1237,"aeruginosa",1
"GCF_000817865.1_ASM81786v1_genomic.fna","1_JXBE01000001","1_JXBE01000001_02091","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.2199,"aeruginosa",1
"GCF_000818015.1_ASM81801v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"balearica",100,"stutzeri",0
"GCF_000820805.1_PAWS136_genomic.fna","1_CBXZ010000001","1_CBXZ010000001_01987","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.335,"aeruginosa",1
"GCF_000821225.2_ASM82122v2_genomic.fna","135_LN623544","135_LN623544_00016","unannotated protein",97,348,0,87.44,75.628,100,0,630,"pao1_fabv","rhodesiae",97.7858,"fluorescens",1
"GCF_000823905.1_LES_CF_sputum_CF03_contigs_8_a1_genomic.fna","1_CCPL01000001","1_CCPL01000001_01753","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3443,"aeruginosa",1
"GCF_000823925.1_LES_CF_sputum_CF03_contigs_9_a1_genomic.fna","1_CCPN01000001","1_CCPN01000001_02161","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3437,"aeruginosa",1
"GCF_000823945.1_LES_CF_sputum_CF03_contigs_10_a1_genomic.fna","1_CCPM01000001","1_CCPM01000001_02159","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.342,"aeruginosa",1
"GCF_000823965.1_LES_CF_sputum_CF03_contigs_11_a1_genomic.fna","1_CCOF01000001","1_CCOF01000001_01756","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3528,"aeruginosa",1
"GCF_000823985.1_LES_CF_sputum_CF03_contigs_13_a1_genomic.fna","1_CCOH01000001","1_CCOH01000001_02154","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3349,"aeruginosa",1
"GCF_000824005.1_LES_CF_sputum_CF03_contigs_14_a1_genomic.fna","1_CCOI01000001","1_CCOI01000001_01707","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3436,"aeruginosa",1
"GCF_000824025.1_LES_CF_sputum_CF03_contigs_16_a1_genomic.fna","1_CCOZ01000001","1_CCOZ01000001_01355","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3365,"aeruginosa",1
"GCF_000824045.1_LES_CF_sputum_CF03_contigs_17_a1_genomic.fna","1_CCOK01000001","1_CCOK01000001_01401","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3411,"aeruginosa",1
"GCF_000824065.1_LES_CF_sputum_CF03_contigs_18_a1_genomic.fna","1_CCOL01000001","1_CCOL01000001_01749","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3507,"aeruginosa",1
"GCF_000824085.1_LES_CF_sputum_CF03_contigs_20_a1_genomic.fna","1_CCOA01000001","1_CCOA01000001_01755","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3382,"aeruginosa",1
"GCF_000824105.1_LES_CF_sputum_CF03_contigs_21_a1_genomic.fna","1_CCOD01000001","1_CCOD01000001_01747","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3383,"aeruginosa",1
"GCF_000824125.1_LES_CF_sputum_CF03_contigs_23_a1_genomic.fna","1_CCOM01000001","1_CCOM01000001_01758","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3354,"aeruginosa",1
"GCF_000824145.1_LES_CF_sputum_CF03_contigs_24_a1_genomic.fna","1_CCON01000001","1_CCON01000001_01754","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.341,"aeruginosa",1
"GCF_000824165.1_LES_CF_sputum_CF03_contigs_25_a1_genomic.fna","1_CCOO01000001","1_CCOO01000001_01750","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3353,"aeruginosa",1
"GCF_000824185.1_LES_CF_sputum_CF03_contigs_26_a1_genomic.fna","1_CCOP01000001","1_CCOP01000001_02154","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3369,"aeruginosa",1
"GCF_000824205.1_LES_CF_sputum_CF03_contigs_28_a1_genomic.fna","1_CCOR01000001","1_CCOR01000001_02134","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.346,"aeruginosa",1
"GCF_000824225.1_LES_CF_sputum_CF03_contigs_29_a1_genomic.fna","1_CCOT01000001","1_CCOT01000001_01753","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3389,"aeruginosa",1
"GCF_000824245.1_LES_CF_sputum_CF03_contigs_31_a1_genomic.fna","1_CCOU01000001","1_CCOU01000001_02151","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3438,"aeruginosa",1
"GCF_000824265.1_LES_CF_sputum_CF03_contigs_32_a1_genomic.fna","1_CCOV01000001","1_CCOV01000001_02157","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3379,"aeruginosa",1
"GCF_000824285.1_LES_CF_sputum_CF03_contigs_33_a1_genomic.fna","1_CCOW01000001","1_CCOW01000001_01757","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3294,"aeruginosa",1
"GCF_000824305.1_LES_CF_sputum_CF03_contigs_35_a1_genomic.fna","1_CCOY01000001","1_CCOY01000001_01699","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3401,"aeruginosa",1
"GCF_000824325.1_LES_CF_sputum_CF03_contigs_36_a1_genomic.fna","1_CCPB01000001","1_CCPB01000001_01759","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3445,"aeruginosa",1
"GCF_000824345.1_LES_CF_sputum_CF03_contigs_38_a1_genomic.fna","1_CCPE01000001","1_CCPE01000001_02109","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3418,"aeruginosa",1
"GCF_000824365.1_LES_CF_sputum_CF03_contigs_39_a1_genomic.fna","1_CCOB01000001","1_CCOB01000001_02154","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3463,"aeruginosa",1
"GCF_000824385.1_LES_CF_sputum_CF03_contigs_40_a1_genomic.fna","1_CCPC01000001","1_CCPC01000001_00592","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3371,"aeruginosa",1
"GCF_000824405.1_LES_CF_sputum_CF03_contigs_1_a1_genomic.fna","1_CCPG01000001","1_CCPG01000001_02154","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3477,"aeruginosa",1
"GCF_000824425.1_LES_CF_sputum_CF03_contigs_2_a1_genomic.fna","1_CCPF01000001","1_CCPF01000001_01757","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3485,"aeruginosa",1
"GCF_000824445.1_LES_CF_sputum_CF03_contigs_3_a1_genomic.fna","1_CCVT01000001","1_CCVT01000001_01756","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3565,"aeruginosa",1
"GCF_000824465.1_LES_CF_sputum_CF03_contigs_5_a1_genomic.fna","1_CCPH01000001","1_CCPH01000001_01751","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3346,"aeruginosa",1
"GCF_000824485.1_LES_CF_sputum_CF03_contigs_6_a1_genomic.fna","1_CCPK01000001","1_CCPK01000001_01755","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3338,"aeruginosa",1
"GCF_000824505.1_LES_CF_sputum_CF03_contigs_15_a1_genomic.fna","1_CCOJ01000001","1_CCOJ01000001_01758","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3364,"aeruginosa",1
"GCF_000824525.1_LES_CF_sputum_CF03_contigs_19_a1_genomic.fna","1_CCPD01000001","1_CCPD01000001_02159","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3461,"aeruginosa",1
"GCF_000824545.1_LES_CF_sputum_CF03_contigs_22_a1_genomic.fna","1_CCOC01000001","1_CCOC01000001_01745","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3383,"aeruginosa",1
"GCF_000824565.1_LES_CF_sputum_CF03_contigs_27_a1_genomic.fna","1_CCOQ01000001","1_CCOQ01000001_01747","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3478,"aeruginosa",1
"GCF_000824585.1_LES_CF_sputum_CF03_contigs_30_a1_genomic.fna","1_CCOS01000001","1_CCOS01000001_01755","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3405,"aeruginosa",1
"GCF_000824605.1_LES_CF_sputum_CF03_contigs_4_a1_genomic.fna","1_CCPJ01000001","1_CCPJ01000001_02161","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3374,"aeruginosa",1
"GCF_000824625.1_LES_CF_sputum_CF03_contigs_7_a1_genomic.fna","1_CCPI01000001","1_CCPI01000001_01353","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3511,"aeruginosa",1
"GCF_000824645.1_LES_CF_sputum_CF03_contigs_12_a1_genomic.fna","1_CCOG01000001","1_CCOG01000001_02216","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3471,"aeruginosa",1
"GCF_000824665.1_LES_CF_sputum_CF03_contigs_34_a1_genomic.fna","1_CCOX01000001","1_CCOX01000001_01754","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3542,"aeruginosa",1
"GCF_000824685.1_LES_CF_sputum_CF03_contigs_37_a1_genomic.fna","1_CCPA01000001","1_CCPA01000001_02213","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3395,"aeruginosa",1
"GCF_000825645.2_PXNS11.v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chloritidismutans_group",97.2016,"stutzeri",0
"GCF_000828205.1_ASM82820v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"balearica",98.4516,"stutzeri",0
"GCF_000828695.1_ASM82869v1_genomic.fna","47_AP014522","47_AP014522_03335","unannotated protein",83,357,0,89.92,79.093,99,0,665,"pao1_fabv","protegens",98.5471,"fluorescens",1
"GCF_000829255.1_ASM82925v1_genomic.fna","1_AP014646","1_AP014646_02053","unannotated protein",1,397,0,99.75,99.749,100,0,812,"pao1_fabv","aeruginosa",98.7018,"aeruginosa",1
"GCF_000829275.1_ASM82927v1_genomic.fna","1_AP014622","1_AP014622_03298","unannotated protein",1,397,0,99.75,99.749,100,0,812,"pao1_fabv","aeruginosa",98.6888,"aeruginosa",1
"GCF_000829885.1_ASM82988v1_genomic.fna","1_CP010555","1_CP010555_01785","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.2864,"aeruginosa",1
"GCF_000834545.1_ASM83454v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"moraviensis",98.4393,"fluorescens",0
"GCF_000834615.1_ASM83461v1_genomic.fna","44_JXQT01000001","44_JXQT01000001_00321","unannotated protein",99,346,1,86.93,74.874,100,0,619,"pao1_fabv","simiae",99.4296,"fluorescens",1
"GCF_000834695.1_ASM83469v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"viridiflava",97.159,"syringae",0
"GCF_000836475.1_R4V2_genomic.fna","48_JXWQ02000001","48_JXWQ02000001_04519","unannotated protein",95,346,1,86.93,75.879,100,0,625,"pao1_fabv","panacis",98.9239,"none",1
"GCF_000875995.1_ASM87599v1_genomic.fna","24_BBQL01000135","24_BBQL01000135_03680","unannotated protein",151,307,5,77.53,60.606,98,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000495,486,"pao1_fabv","putida",98.4099,"putida",1
"GCF_000876035.1_ASM87603v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"abietaniphila",100,"lutea",0
"GCF_000876155.1_ASM87615v1_genomic.fna","11_JXCQ01000001","11_JXCQ01000001_01344","unannotated protein",98,346,1,86.93,75.126,100,0,619,"pao1_fabv","synxantha_group",95.2754,"fluorescens",1
"GCF_000876175.1_ASM87617v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"brassicacearum_group",99.4057,"fluorescens",0
"GCF_000931385.1_ASM93138v1_genomic.fna","9_JYFT01000056","9_JYFT01000056_04587","unannotated protein",54,373,0,93.95,86.398,99,0,719,"pao1_fabv","otitidis",98.0356,"resinovorans",1
"GCF_000934565.1_ASM93456v1_genomic.fna","44_CP010896","44_CP010896_01588","unannotated protein",99,346,1,86.93,74.874,100,0,619,"pao1_fabv","simiae",99.4264,"fluorescens",1
"GCF_000934645.1_ASM93464v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amygdali_group",98.3385,"syringae",0
"GCF_000935305.1_Pseu_ory_RIT370_v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oryzihabitans_group",98.3378,"oryzihabitans",0
"GCF_000935695.1_PSAVPseNe107-G1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amygdali_group",99.8807,"syringae",0
"GCF_000935725.1_PSMCFBP1657-G1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"avellanae",95.6707,"syringae",0
"GCF_000935735.1_PSDCFBP3226-G1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amygdali_group",98.7772,"syringae",0
"GCF_000935765.1_PSVCFBP1702-G1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"avellanae",96.8421,"syringae",0
"GCF_000935775.1_PSS41A-G1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"syringae",98.0641,"syringae",0
"GCF_000937465.2_ASM93746v2_genomic.fna","1_JYGC02000001","1_JYGC02000001_00228","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",98.6038,"aeruginosa",1
"GCF_000937495.2_ASM93749v2_genomic.fna","1_JYGB02000001","1_JYGB02000001_00219","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.27,"aeruginosa",1
"GCF_000950725.1_ASM95072v1_genomic.fna","1_JYJZ01000001","1_JYJZ01000001_01424","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.274,"aeruginosa",1
"GCF_000952205.1_ASM95220v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stutzeri",98.0212,"stutzeri",0
"GCF_000952805.1_ASM95280v1_genomic.fna","9_KQ001494","9_KQ001494_05545","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.2496,"aeruginosa",1
"GCF_000953455.1_Ppseudo_Pac_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oleovorans_group",97.4433,"oleovorans",0
"GCF_000963495.1_ASM96349v1_genomic.fna","44_CP005975","44_CP005975_00076","unannotated protein",99,346,1,86.93,74.874,100,0,619,"pao1_fabv","simiae",99.4419,"fluorescens",1
"GCF_000968415.2_ASM96841v2_genomic.fna","79_CP011117","79_CP011117_04807","unannotated protein",99,346,1,86.93,74.874,100,0,618,"pao1_fabv","synxantha_group",96.5959,"fluorescens",1
"GCF_000968575.1_Pfluo_1855_344_v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"brassicacearum_group",96.1679,"fluorescens",0
"GCF_000968815.1_ASM96881v1_genomic.fna","1_JZUC01000001","1_JZUC01000001_04116","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3144,"aeruginosa",1
"GCF_000972155.1_ASM97215v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"syringae",98.2132,"syringae",0
"GCF_000972175.1_CLC6_0_3_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"syringae",96.2961,"syringae",0
"GCF_000972195.1_ASM97219v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"syringae",96.2553,"syringae",0
"GCF_000974525.1_ASM97452v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"abietaniphila",99.9758,"lutea",0
