"filename","fabv_pa","cleaned_filename","mod_species","type"
"GCF_001909605.1_ASM190960v1_genomic.fna",1,"1_MPUY01000001","aeruginosa",0
"GCF_001909615.1_ASM190961v1_genomic.fna",1,"1_MPUS01000001","aeruginosa",0
"GCF_001909645.1_ASM190964v1_genomic.fna",1,"1_MPUM01000001","aeruginosa",0
"GCF_001909655.1_ASM190965v1_genomic.fna",1,"1_MPUX01000001","aeruginosa",0
"GCF_001909675.1_ASM190967v1_genomic.fna",1,"1_MPVK01000001","aeruginosa",0
"GCF_001909775.1_ASM190977v1_genomic.fna",1,"1_MPVE01000001","aeruginosa",0
"GCF_001909795.1_ASM190979v1_genomic.fna",1,"1_MPUR01000001","aeruginosa",0
"GCF_001909825.1_ASM190982v1_genomic.fna",1,"1_MPUU01000001","aeruginosa",0
"GCF_001909945.1_ASM190994v1_genomic.fna",1,"1_MPVJ01000001","aeruginosa",0
"GCF_001910045.1_ASM191004v1_genomic.fna",1,"1_MPVD01000001","aeruginosa",0
"GCF_001910055.1_ASM191005v1_genomic.fna",1,"1_MPUQ01000001","aeruginosa",0
"GCF_001910105.1_ASM191010v1_genomic.fna",1,"1_MPVI01000001","aeruginosa",0
"GCF_001910115.1_ASM191011v1_genomic.fna",1,"1_MPVH01000001","aeruginosa",0
"GCF_001910215.1_ASM191021v1_genomic.fna",1,"1_MPUN01000001","aeruginosa",0
"GCF_001910265.1_ASM191026v1_genomic.fna",1,"1_MPUL01000001","aeruginosa",0
"GCF_001910285.1_ASM191028v1_genomic.fna",1,"1_MPUP01000001","aeruginosa",0
"GCF_001910305.1_ASM191030v1_genomic.fna",1,"1_MPUO01000001","aeruginosa",0
"GCF_001910345.1_ASM191034v1_genomic.fna",1,"1_MPVC01000001","aeruginosa",0
"GCF_001910365.1_ASM191036v1_genomic.fna",1,"1_MPVF01000001","aeruginosa",0
"GCF_001910375.1_ASM191037v1_genomic.fna",1,"1_MPUV01000001","aeruginosa",0
"GCF_001910425.1_ASM191042v1_genomic.fna",1,"1_MPUT01000001","aeruginosa",0
"GCF_001913215.1_ASM191321v1_genomic.fna",0,"0_CP017007","avellanae",0
"GCF_001913235.1_ASM191323v1_genomic.fna",0,"0_CP017009","avellanae",0
"GCF_001920965.1_ASM192096v1_genomic.fna",1,"1_LYLN01000001","aeruginosa",0
"GCF_001921005.1_TRN6592_genomic.fna",1,"1_LYTQ01000100","aeruginosa",0
"GCF_001921015.1_TRN6594_genomic.fna",1,"1_LYTR01000100","aeruginosa",0
"GCF_001921025.1_TRN6598_genomic.fna",1,"1_LYTS01000100","aeruginosa",0
"GCF_001921065.1_TRN6601_genomic.fna",1,"1_LYTT01000100","aeruginosa",0
"GCF_001921085.1_TRN6609_genomic.fna",1,"1_LYTU01000100","aeruginosa",0
"GCF_001921095.1_TRN6622_genomic.fna",1,"1_LYTV01000100","aeruginosa",0
"GCF_001921125.1_TRN6635_genomic.fna",1,"1_LYTX01000100","aeruginosa",0
"GCF_001921175.1_TRN6649_genomic.fna",1,"1_LYTZ01000100","aeruginosa",0
"GCF_001937975.1_ASM193797v1_genomic.fna",1,"1_MLQX01000010","aeruginosa",0
"GCF_001940335.1_ASM194033v1_genomic.fna",0,"148_MLGD01000001","marincola",0
"GCF_001941865.1_ASM194186v1_genomic.fna",0,"170_CP016162","alcaliphila_group",1
"GCF_001945365.1_ASM194536v1_genomic.fna",0,"124_MSTQ01000010","reinekei",0
"GCF_001952935.1_ASM195293v1_genomic.fna",0,"14_CP018319","frederiksbergensis",0
"GCF_001983165.1_ASM198316v1_genomic.fna",1,"157_MNPU01000100","gessardii",0
"GCF_001983175.1_ASM198317v1_genomic.fna",1,"41_MNPW01000010","cedrina",0
"GCF_001989375.1_ASM198937v1_genomic.fna",0,"142_MUBC01000001","pachastrellae",0
"GCF_001990285.1_ASM199028v1_genomic.fna",1,"1_MUKY01000001","aeruginosa",0
"GCF_001990295.1_ASM199029v1_genomic.fna",1,"1_MULH01000001","aeruginosa",0
"GCF_001990325.1_ASM199032v1_genomic.fna",1,"1_MULB01000001","aeruginosa",0
"GCF_001990335.1_ASM199033v1_genomic.fna",1,"1_MUKZ01000001","aeruginosa",0
"GCF_001990345.1_ASM199034v1_genomic.fna",1,"1_MULC01000001","aeruginosa",0
"GCF_001990375.1_ASM199037v1_genomic.fna",1,"1_MULA01000001","aeruginosa",0
"GCF_001990405.1_ASM199040v1_genomic.fna",1,"1_MULF01000001","aeruginosa",0
"GCF_001990425.1_ASM199042v1_genomic.fna",1,"1_MULG01000001","aeruginosa",0
"GCF_001990445.1_ASM199044v1_genomic.fna",1,"1_MULD01000001","aeruginosa",0
"GCF_001990525.1_ASM199052v1_genomic.fna",1,"1_MULE01000010","aeruginosa",0
"GCF_001991015.1_ASM199101v1_genomic.fna",0,"63_MTLN01000001","oryzihabitans_group",0
"GCF_001997195.1_ASM199719v1_genomic.fna",1,"1_MTGC01000001","aeruginosa",0
"GCF_002001065.1_ASM200106v1_genomic.fna",0,"9_MUOA01000133","brassicacearum_group",0
"GCF_002001225.1_ASM200122v1_genomic.fna",1,"1_MVBP01000001","aeruginosa",0
"GCF_002001235.1_ASM200123v1_genomic.fna",1,"1_MVBX01000001","aeruginosa",0
"GCF_002001265.1_ASM200126v1_genomic.fna",1,"1_MVBV01000001","aeruginosa",0
"GCF_002001275.1_ASM200127v1_genomic.fna",1,"1_MVBS01000001","aeruginosa",0
"GCF_002001305.1_ASM200130v1_genomic.fna",1,"1_MVBT01000001","aeruginosa",0
"GCF_002001315.1_ASM200131v1_genomic.fna",1,"1_MVBU01000001","aeruginosa",0
"GCF_002001385.1_ASM200138v1_genomic.fna",1,"1_MVBR01000001","aeruginosa",0
"GCF_002002365.1_ASM200236v1_genomic.fna",1,"1_MPCQ01000001","aeruginosa",0
"GCF_002002765.1_ASM200276v1_genomic.fna",1,"1_MPCR01000001","aeruginosa",0
"GCF_002003545.1_ASM200354v1_genomic.fna",0,"0_MUKM01000001","avellanae",0
"GCF_002003595.1_ASM200359v1_genomic.fna",1,"1_MVDK01000001","aeruginosa",0
"GCF_002005125.1_ASM200512v1_genomic.fna",0,"9_MPIP01000100","mandelii",0
"GCF_002005755.1_ASM200575v1_genomic.fna",1,"1_MVBW01000001","aeruginosa",0
"GCF_002005765.1_ASM200576v1_genomic.fna",1,"1_MVBQ01000001","aeruginosa",0
"GCF_002006545.1_ASM200654v1_genomic.fna",1,"47_CP013184","protegens",0
"GCF_002021595.1_ASM202159v1_genomic.fna",1,"1_MWIE01000001","aeruginosa",0
"GCF_002021605.1_ASM202160v1_genomic.fna",1,"1_MWLA01000001","aeruginosa",0
"GCF_002021635.2_ASM202163v2_genomic.fna",1,"1_MWLC02000088","aeruginosa",0
"GCF_002021645.1_ASM202164v1_genomic.fna",1,"1_MWLB01000001","aeruginosa",0
"GCF_002022325.1_ASM202232v1_genomic.fna",1,"11_MSDI01000009","fluorescens",0
"GCF_002024285.1_ASM202428v1_genomic.fna",0,"0_CP019730","avellanae",0
"GCF_002024305.1_ASM202430v1_genomic.fna",0,"0_CP019732","avellanae",0
"GCF_002024925.1_ASM202492v1_genomic.fna",0,"0_MSDS01000100","avellanae",0
"GCF_002025515.1_PaerP49_vs2.0_genomic.fna",1,"1_AMVQ01000001","aeruginosa",0
"GCF_002025525.1_PaerP37_vs2.0_genomic.fna",1,"1_AMVO01000001","aeruginosa",0
"GCF_002025555.1_PaerP47_vs2.0_genomic.fna",1,"1_AMVP01000001","aeruginosa",0
"GCF_002025565.1_PaerSD9_vs2.0_genomic.fna",1,"1_AMVN01000001","aeruginosa",0
"GCF_002027095.1_ASM202709v1_genomic.fna",0,"9_MWTQ01000001","brassicacearum_group",0
"GCF_002027175.1_ASM202717v1_genomic.fna",0,"2_MWUI01000100","stutzeri",0
"GCF_002028325.1_ASM202832v1_genomic.fna",1,"48_CP018420","panacis",0
"GCF_002029325.1_ASM202932v1_genomic.fna",1,"48_MULN01000112","panacis",0
"GCF_002037565.1_ASM203756v1_genomic.fna",0,"9_CP017290","alcaliphila_group",0
"GCF_002068135.1_ASM206813v1_genomic.fna",0,"6_CP020351","amygdali_group",1
"GCF_002072675.1_ASM207267v1_genomic.fna",1,"83_CP020369","tolaasii",0
"GCF_002075065.1_ASM207506v1_genomic.fna",1,"1_CP014866","aeruginosa",0
"GCF_002085605.1_ASM208560v1_genomic.fna",1,"1_CP016955","aeruginosa",0
"GCF_002085755.1_ASM208575v1_genomic.fna",1,"1_CP020603","aeruginosa",0
"GCF_002088215.1_ASM208821v1_genomic.fna",1,"1_MWWM01000100","aeruginosa",0
"GCF_002091515.1_ASM209151v1_genomic.fna",1,"115_BCZW01000001","azotoformans",0
"GCF_002091535.1_ASM209153v1_genomic.fna",1,"16_BCZX01000001","chlororaphis",0
"GCF_002091555.1_ASM209155v1_genomic.fna",1,"98_BCZY01000001","citronellolis_group",0
"GCF_002091575.1_ASM209157v1_genomic.fna",1,"87_BCZZ01000001","flavescens",0
"GCF_002091595.1_ASM209159v1_genomic.fna",1,"11_BDAA01000001","fluorescens",0
"GCF_002091615.1_ASM209161v1_genomic.fna",0,"42_BDAB01000001","fragi",0
"GCF_002091635.1_ASM209163v1_genomic.fna",0,"93_BDAC01000001","indica",0
"GCF_002091655.1_ASM209165v1_genomic.fna",0,"28_BDAD01000001","jinjuensis",0
"GCF_002091675.1_ASM209167v1_genomic.fna",0,"112_BDAE01000001","luteola_group",0
"GCF_002091695.1_ASM209169v1_genomic.fna",0,"104_BDAF01000001","mandelii",0
"GCF_002091715.1_ASM209171v1_genomic.fna",0,"69_BDAG01000001","migulae",0
"GCF_002091735.1_ASM209173v1_genomic.fna",1,"149_BDAH01000001","mucidolens",0
"GCF_002091755.1_ASM209175v1_genomic.fna",1,"91_BDAI01000001","nitroreducens",0
"GCF_002091775.1_ASM209177v1_genomic.fna",0,"166_BDAJ01000001","oleovorans_group",1
"GCF_002091795.1_ASM209179v1_genomic.fna",1,"79_BDAK01000001","synxantha_group",0
"GCF_002091815.1_ASM209181v1_genomic.fna",0,"90_BDAL01000001","oleovorans_group",0
"GCF_002093045.2_ASM209304v2_genomic.fna",0,"2_NCKS02000001","stutzeri",0
"GCF_002094785.1_ASM209478v1_genomic.fna",1,"24_NBWB01000001","putida",0
"GCF_002094805.1_ASM209480v1_genomic.fna",1,"1_NBVZ01000001","aeruginosa",0
"GCF_002095925.1_ASM209592v1_genomic.fna",1,"16_NBAT01000012","chlororaphis",1
"GCF_002099255.1_ASM209925v1_genomic.fna",1,"53_MRVJ01000001","mosselii",0
"GCF_002104595.1_ASM210459v1_genomic.fna",1,"1_CP020704","aeruginosa",0
"GCF_002104615.1_ASM210461v1_genomic.fna",1,"1_CP020703","aeruginosa",0
"GCF_002111805.1_ASM211180v1_genomic.fna",0,"0_MTYS01000001","avellanae",0
"GCF_002111835.1_ASM211183v1_genomic.fna",0,"0_MTYT01000001","avellanae",0
"GCF_002111865.1_ASM211186v1_genomic.fna",0,"0_MTYV01000001","avellanae",0
"GCF_002112065.1_ASM211206v1_genomic.fna",0,"0_MTZF01000001","avellanae",0
"GCF_002116945.1_ASM211694v1_genomic.fna",1,"1_CP015647","aeruginosa",0
"GCF_002116985.1_ASM211698v1_genomic.fna",1,"1_CP015648","aeruginosa",0
"GCF_002117025.1_ASM211702v1_genomic.fna",1,"1_CP015649","aeruginosa",0
"GCF_002117045.1_ASM211704v1_genomic.fna",1,"1_CP015650","aeruginosa",0
"GCF_002128325.1_ASM212832v1_genomic.fna",0,"42_CP021132","fragi",0
"GCF_002134835.1_ASM213483v1_genomic.fna",1,"1_NDFS01000050","aeruginosa",0
"GCF_002134845.1_ASM213484v1_genomic.fna",1,"1_NDFR01000055","aeruginosa",0
"GCF_002134885.1_ASM213488v1_genomic.fna",1,"1_NDFQ01000063","aeruginosa",0
"GCF_002134895.1_ASM213489v1_genomic.fna",1,"1_NDFV01000064","aeruginosa",0
"GCF_002134905.1_ASM213490v1_genomic.fna",1,"1_NDFX01000005","aeruginosa",0
"GCF_002134915.1_ASM213491v1_genomic.fna",1,"1_NDFT01000068","aeruginosa",0
"GCF_002134965.1_ASM213496v1_genomic.fna",1,"1_NDFW01000096","aeruginosa",0
"GCF_002134975.1_ASM213497v1_genomic.fna",1,"1_NDFU01000028","aeruginosa",0
"GCF_002134985.1_ASM213498v1_genomic.fna",1,"1_NDFY01000054","aeruginosa",0
"GCF_002135615.1_ASM213561v1_genomic.fna",1,"1_NFFI01000100","aeruginosa",0
"GCF_002135625.1_ASM213562v1_genomic.fna",1,"1_NFFE01000100","aeruginosa",0
"GCF_002135635.1_ASM213563v1_genomic.fna",1,"1_NFFG01000100","aeruginosa",0
"GCF_002135675.1_ASM213567v1_genomic.fna",1,"1_NFFJ01000100","aeruginosa",0
"GCF_002135685.1_ASM213568v1_genomic.fna",1,"1_NFFH01000100","aeruginosa",0
"GCF_002135705.1_ASM213570v1_genomic.fna",1,"1_NFFM01000100","aeruginosa",0
"GCF_002135715.1_ASM213571v1_genomic.fna",1,"1_NFFL01000010","aeruginosa",0
"GCF_002135755.1_ASM213575v1_genomic.fna",1,"1_NFFN01000100","aeruginosa",0
"GCF_002135795.1_ASM213579v1_genomic.fna",1,"1_NFFR01000010","aeruginosa",0
"GCF_002135805.1_ASM213580v1_genomic.fna",1,"1_NFFO01000100","aeruginosa",0
"GCF_002135835.1_ASM213583v1_genomic.fna",1,"1_NFFS01000100","aeruginosa",0
"GCF_002135845.1_ASM213584v1_genomic.fna",1,"1_NFFT01000010","aeruginosa",0
"GCF_002135875.1_ASM213587v1_genomic.fna",1,"1_NFFU01000100","aeruginosa",0
"GCF_002135885.1_ASM213588v1_genomic.fna",1,"1_NFFV01000100","aeruginosa",0
"GCF_002135915.1_ASM213591v1_genomic.fna",1,"1_NFFW01000100","aeruginosa",0
"GCF_002135925.1_ASM213592v1_genomic.fna",1,"1_NFFX01000100","aeruginosa",0
"GCF_002135955.1_ASM213595v1_genomic.fna",1,"1_NFFY01000100","aeruginosa",0
"GCF_002135965.1_ASM213596v1_genomic.fna",1,"1_NFFZ01000100","aeruginosa",0
"GCF_002135995.1_ASM213599v1_genomic.fna",1,"1_NFGB01000100","aeruginosa",0
"GCF_002136005.1_ASM213600v1_genomic.fna",1,"1_NFGA01000100","aeruginosa",0
"GCF_002136015.1_ASM213601v1_genomic.fna",1,"1_NFGD01000100","aeruginosa",0
"GCF_002136055.1_ASM213605v1_genomic.fna",1,"1_NFGE01000100","aeruginosa",0
"GCF_002136065.1_ASM213606v1_genomic.fna",1,"1_NFGH01000100","aeruginosa",0
"GCF_002136075.1_ASM213607v1_genomic.fna",1,"1_NFGG01000100","aeruginosa",0
"GCF_002136115.1_ASM213611v1_genomic.fna",1,"1_NFGI01000100","aeruginosa",0
"GCF_002136125.1_ASM213612v1_genomic.fna",1,"1_NFGJ01000100","aeruginosa",0
"GCF_002136135.1_ASM213613v1_genomic.fna",1,"1_NFGK01000100","aeruginosa",0
"GCF_002136165.1_ASM213616v1_genomic.fna",1,"1_NFGM01000010","aeruginosa",0
"GCF_002136195.1_ASM213619v1_genomic.fna",1,"1_NFGR01000100","aeruginosa",0
"GCF_002136205.1_ASM213620v1_genomic.fna",1,"1_NFGO01000100","aeruginosa",0
"GCF_002136215.1_ASM213621v1_genomic.fna",1,"1_NFGN01000100","aeruginosa",0
"GCF_002136245.1_ASM213624v1_genomic.fna",1,"1_NFGS01000100","aeruginosa",0
"GCF_002136275.1_ASM213627v1_genomic.fna",1,"1_NFGT01000100","aeruginosa",0
"GCF_002136285.1_ASM213628v1_genomic.fna",1,"1_NFGX01000100","aeruginosa",0
"GCF_002136295.1_ASM213629v1_genomic.fna",1,"1_NFGV01000100","aeruginosa",0
"GCF_002136335.1_ASM213633v1_genomic.fna",1,"1_NFFC01000100","aeruginosa",0
"GCF_002136355.1_ASM213635v1_genomic.fna",1,"1_NFFD01000100","aeruginosa",0
"GCF_002136365.1_ASM213636v1_genomic.fna",1,"1_NFFF01000100","aeruginosa",0
"GCF_002136375.1_ASM213637v1_genomic.fna",1,"1_NFFK01000100","aeruginosa",0
"GCF_002136415.1_ASM213641v1_genomic.fna",1,"1_NFFP01000100","aeruginosa",0
"GCF_002136445.1_ASM213644v1_genomic.fna",1,"1_NFGF01000010","aeruginosa",0
"GCF_002136455.1_ASM213645v1_genomic.fna",1,"1_NFGC01000100","aeruginosa",0
"GCF_002136495.1_ASM213649v1_genomic.fna",1,"1_NFGP01000100","aeruginosa",0
"GCF_002136515.1_ASM213651v1_genomic.fna",1,"1_NFGQ01000100","aeruginosa",0
"GCF_002136525.1_ASM213652v1_genomic.fna",1,"1_NFGW01000100","aeruginosa",0
"GCF_002136535.1_ASM213653v1_genomic.fna",1,"1_NFGU01000100","aeruginosa",0
"GCF_002154915.1_ASM215491v1_genomic.fna",1,"1_MUKO01000001","aeruginosa",0
"GCF_002157485.1_ASM215748v1_genomic.fna",1,"1_NFRZ01000001","aeruginosa",0
"GCF_002175185.1_ASM217518v1_genomic.fna",0,"0_MTHY01000001","avellanae",0
"GCF_002188505.1_ASM218850v1_genomic.fna",1,"1_NINP01000001","aeruginosa",0
"GCF_002188535.1_ASM218853v1_genomic.fna",1,"1_NINR01000001","aeruginosa",0
"GCF_002188565.1_ASM218856v1_genomic.fna",1,"1_NINS01000001","aeruginosa",0
"GCF_002188585.1_ASM218858v1_genomic.fna",1,"1_NINU01000001","aeruginosa",0
"GCF_002188645.1_ASM218864v1_genomic.fna",1,"1_NINO01000001","aeruginosa",0
"GCF_002188695.1_ASM218869v1_genomic.fna",0,"1_NINN01000001","aeruginosa",0
"GCF_002189115.1_ASM218911v1_genomic.fna",1,"1_NBEZ01000100","aeruginosa",0
"GCF_002189505.1_ASM218950v1_genomic.fna",1,"1_MWUL01000001","aeruginosa",0
"GCF_002192475.1_ASM219247v1_genomic.fna",1,"1_CP021774","aeruginosa",0
"GCF_002192495.1_ASM219249v1_genomic.fna",1,"1_CP021775","aeruginosa",0
"GCF_002192765.1_ASM219276v1_genomic.fna",1,"1_MTLL01000001","aeruginosa",0
"GCF_002192775.1_ASM219277v1_genomic.fna",1,"1_MTLM01000001","aeruginosa",0
"GCF_002193135.1_ASM219313v1_genomic.fna",0,"2_NFZU01000001","stutzeri",0
"GCF_002193655.1_ASM219365v1_genomic.fna",1,"1_NIOM01000088","aeruginosa",0
"GCF_002193665.1_ASM219366v1_genomic.fna",1,"1_NIOP01000051","aeruginosa",0
"GCF_002193675.1_ASM219367v1_genomic.fna",1,"1_NIOQ01000067","aeruginosa",0
"GCF_002193685.1_ASM219368v1_genomic.fna",1,"1_NIOO01000033","aeruginosa",0
"GCF_002193735.1_ASM219373v1_genomic.fna",1,"1_NIOL01000080","aeruginosa",0
"GCF_002193745.1_ASM219374v1_genomic.fna",1,"1_NION01000065","aeruginosa",0
"GCF_002193755.1_ASM219375v1_genomic.fna",1,"1_NIOT01000011","aeruginosa",0
"GCF_002193765.1_ASM219376v1_genomic.fna",1,"1_NIOU01000112","aeruginosa",0
"GCF_002193815.1_ASM219381v1_genomic.fna",1,"1_NIPD01000048","aeruginosa",0
"GCF_002193825.1_ASM219382v1_genomic.fna",1,"1_NIOX01000100","aeruginosa",0
"GCF_002193835.1_ASM219383v1_genomic.fna",1,"1_NIPE01000023","aeruginosa",0
"GCF_002193845.1_ASM219384v1_genomic.fna",1,"1_NIOY01000032","aeruginosa",0
"GCF_002193895.1_ASM219389v1_genomic.fna",1,"1_NIOW01000052","aeruginosa",0
"GCF_002193905.1_ASM219390v1_genomic.fna",1,"1_NIPF01000010","aeruginosa",0
"GCF_002193915.1_ASM219391v1_genomic.fna",1,"1_NIPJ01000033","aeruginosa",0
"GCF_002193925.1_ASM219392v1_genomic.fna",1,"1_NIOV01000102","aeruginosa",0
"GCF_002193975.1_ASM219397v1_genomic.fna",1,"1_NIOS01000067","aeruginosa",0
"GCF_002193995.1_ASM219399v1_genomic.fna",1,"1_NIPC01000005","aeruginosa",0
"GCF_002194005.1_ASM219400v1_genomic.fna",1,"1_NIPB01000039","aeruginosa",0
"GCF_002194025.1_ASM219402v1_genomic.fna",1,"1_NIPI01000012","aeruginosa",0
"GCF_002194055.1_ASM219405v1_genomic.fna",1,"1_NIPH01000015","aeruginosa",0
"GCF_002194075.1_ASM219407v1_genomic.fna",1,"1_NIOR01000025","aeruginosa",0
"GCF_002194085.1_ASM219408v1_genomic.fna",1,"1_NIOZ01000039","aeruginosa",0
"GCF_002194095.1_ASM219409v1_genomic.fna",1,"1_NIPA01000086","aeruginosa",0
"GCF_002194135.1_ASM219413v1_genomic.fna",1,"1_NIPG01000023","aeruginosa",0
"GCF_002197815.1_ASM219781v1_genomic.fna",0,"90_NIUB01000001","oleovorans_group",0
"GCF_002197985.1_ASM219798v1_genomic.fna",0,"31_NBYK01000001","aestusnigri",1
"GCF_002201225.1_ASM220122v1_genomic.fna",1,"1_NIJA01000001","aeruginosa",0
"GCF_002201255.1_ASM220125v1_genomic.fna",1,"1_NIIZ01000001","aeruginosa",0
"GCF_002201295.1_ASM220129v1_genomic.fna",1,"1_NIJD01000001","aeruginosa",0
"GCF_002201305.1_ASM220130v1_genomic.fna",1,"1_NIJC01000001","aeruginosa",0
"GCF_002201325.1_ASM220132v1_genomic.fna",1,"1_NIIV01000001","aeruginosa",0
"GCF_002201375.1_ASM220137v1_genomic.fna",1,"1_NIIW01000001","aeruginosa",0
"GCF_002201385.1_ASM220138v1_genomic.fna",1,"1_NIIX01000001","aeruginosa",0
"GCF_002201395.1_ASM220139v1_genomic.fna",1,"1_NIIY01000001","aeruginosa",0
"GCF_002201405.1_ASM220140v1_genomic.fna",1,"1_NIJB01000001","aeruginosa",0
"GCF_002201455.1_ASM220145v1_genomic.fna",1,"1_NIJE01000001","aeruginosa",0
"GCF_002204155.1_ASM220415v1_genomic.fna",1,"1_MYFK01000046","aeruginosa",0
"GCF_002205115.1_ASM220511v1_genomic.fna",1,"9_NIBE01000091","mosselii",0
"GCF_002205335.1_ASM220533v1_genomic.fna",1,"1_CP021999","aeruginosa",0
"GCF_002205355.1_ASM220535v1_genomic.fna",1,"1_CP022000","aeruginosa",0
"GCF_002205375.1_ASM220537v1_genomic.fna",1,"1_CP022002","aeruginosa",0
"GCF_002205455.1_ASM220545v1_genomic.fna",0,"42_CP021986","fragi",0
"GCF_002206285.2_ASM220628v2_genomic.fna",1,"1_NJFL02000001","aeruginosa",0
"GCF_002208645.1_ASM220864v1_genomic.fna",1,"1_CP022001","aeruginosa",0
"GCF_002208745.2_ASM220874v2_genomic.fna",1,"47_CP022097","protegens",0
"GCF_002211545.1_ASM221154v1_genomic.fna",1,"1_MJMC01000001","aeruginosa",0
"GCF_002215345.1_ASM221534v1_genomic.fna",1,"1_CP017293","aeruginosa",0
"GCF_002216325.1_ASM221632v1_genomic.fna",1,"1_NKXY01000066","aeruginosa",0
"GCF_002216335.1_ASM221633v1_genomic.fna",1,"1_NKXZ01000010","aeruginosa",0
"GCF_002216345.1_ASM221634v1_genomic.fna",1,"1_NKYA01000010","aeruginosa",0
"GCF_002216355.1_ASM221635v1_genomic.fna",1,"1_NKXX01000064","aeruginosa",0
"GCF_002216405.1_ASM221640v1_genomic.fna",1,"1_NKYD01000088","aeruginosa",0
"GCF_002216425.1_ASM221642v1_genomic.fna",1,"1_NKYC01000073","aeruginosa",0
"GCF_002216445.1_ASM221644v1_genomic.fna",1,"1_NKXU01000010","aeruginosa",0
"GCF_002216465.1_ASM221646v1_genomic.fna",1,"1_NKXW01000086","aeruginosa",0
"GCF_002216485.1_ASM221648v1_genomic.fna",1,"1_NKYB01000086","aeruginosa",0
"GCF_002216505.1_ASM221650v1_genomic.fna",1,"1_NKXV01000010","aeruginosa",0
"GCF_002223805.1_ASM222380v1_genomic.fna",1,"1_CP019338","aeruginosa",0
"GCF_002236105.1_ASM223610v1_genomic.fna",0,"35_NIWU01000001","umsongensis",0
"GCF_002236115.1_ASM223611v1_genomic.fna",0,"55_NIWT01000001","jessenii",0
"GCF_002236985.1_ASM223698v1_genomic.fna",1,"1_MVGW01000001","aeruginosa",0
"GCF_002237015.1_ASM223701v1_genomic.fna",1,"1_MVHA01000001","aeruginosa",0
"GCF_002237025.1_ASM223702v1_genomic.fna",1,"1_MVGV01000001","aeruginosa",0
"GCF_002237055.1_ASM223705v1_genomic.fna",1,"1_MVHB01000001","aeruginosa",0
"GCF_002237075.1_ASM223707v1_genomic.fna",1,"1_MVGX01000001","aeruginosa",0
"GCF_002237085.1_ASM223708v1_genomic.fna",1,"1_MVGZ01000001","aeruginosa",0
"GCF_002237405.1_ASM223740v1_genomic.fna",1,"1_CP022526","aeruginosa",0
"GCF_002237425.1_ASM223742v1_genomic.fna",1,"1_CP022525","aeruginosa",0
"GCF_002237665.1_ASM223766v1_genomic.fna",1,"11_O01000093","rhodesiae",0
"GCF_002238215.1_ASM223821v1_genomic.fna",1,"1_MVGY01000001","aeruginosa",0
"GCF_002239415.1_ASM223941v1_genomic.fna",1,"1_NLAZ01000001","aeruginosa",0
"GCF_002239425.1_ASM223942v1_genomic.fna",1,"1_NLBD01000001","aeruginosa",0
"GCF_002239445.1_ASM223944v1_genomic.fna",1,"1_NLBE01000001","aeruginosa",0
"GCF_002239465.1_ASM223946v1_genomic.fna",1,"1_NLAY01000001","aeruginosa",0
"GCF_002239485.1_ASM223948v1_genomic.fna",1,"1_NLBA01000001","aeruginosa",0
"GCF_002239505.1_ASM223950v1_genomic.fna",1,"1_NLBB01000001","aeruginosa",0
"GCF_002239535.1_ASM223953v1_genomic.fna",1,"1_NLBC01000001","aeruginosa",0
"GCF_002239545.1_ASM223954v1_genomic.fna",1,"1_NLBF01000001","aeruginosa",0
"GCF_002239565.1_ASM223956v1_genomic.fna",1,"1_NLBG01000001","aeruginosa",0
"GCF_002242775.1_ASM224277v1_genomic.fna",1,"1_LFDE01000001","aeruginosa",0
"GCF_002242855.1_ASM224285v1_genomic.fna",1,"1_LFDH01000001","aeruginosa",0
"GCF_002242885.1_ASM224288v1_genomic.fna",1,"1_LFDF01000001","aeruginosa",0
"GCF_002242915.1_ASM224291v1_genomic.fna",1,"1_LFDG01000001","aeruginosa",0
"GCF_002243265.1_ASM224326v1_genomic.fna",1,"1_LEOT01000001","aeruginosa",0
"GCF_002251125.1_ASM225112v1_genomic.fna",1,"1_NOKO01000001","aeruginosa",0
"GCF_002263435.1_ASM226343v1_genomic.fna",1,"1_NMPT01000001","aeruginosa",0
"GCF_002263545.1_ASM226354v1_genomic.fna",1,"1_NMRU01000001","aeruginosa",0
"GCF_002263575.1_ASM226357v1_genomic.fna",1,"1_NMRR01000009","aeruginosa",0
"GCF_002263585.1_ASM226358v1_genomic.fna",1,"1_NMRQ01000010","aeruginosa",0
"GCF_002263615.1_ASM226361v1_genomic.fna",1,"1_NMRP01000010","aeruginosa",0
"GCF_002263645.1_ASM226364v1_genomic.fna",1,"1_NMRS01000009","aeruginosa",0
"GCF_002263675.1_ASM226367v1_genomic.fna",1,"11_S01000100","rhodesiae",0
"GCF_002263685.1_ASM226368v1_genomic.fna",1,"1_NMRT01000001","aeruginosa",0
"GCF_002268995.1_ASM226899v1_genomic.fna",0,"21_NQKE01000001","lundensis",0
"GCF_002269005.1_ASM226900v1_genomic.fna",0,"21_NQKH01000001","lundensis",0
"GCF_002269015.1_ASM226901v1_genomic.fna",0,"21_NQKJ01000001","lundensis",0
"GCF_002269075.1_ASM226907v1_genomic.fna",0,"21_NQKF01000001","lundensis",0
"GCF_002269085.1_ASM226908v1_genomic.fna",0,"21_NQKG01000001","lundensis",0
"GCF_002269115.1_ASM226911v1_genomic.fna",0,"21_NQKD01000001","lundensis",0
