match,cleaned_filename,mismatch,positive,gaps,ppos,pident,qcovs,evalue,bitscore,sstart,send,species
1_002516,1_CP043549,45,8304,0,99.46,99.461,100,0.0,15169.0,1,8349,aeruginosa
1_002516,1_RWWR01000037,31,8318,0,99.63,99.62899999999999,100,0.0,15247.0,1,8349,aeruginosa
1_002516,1_FRST01000363,20,8329,0,99.76,99.76,100,0.0,15307.0,1,8349,aeruginosa
1_002516,1_NSVQ01000001,33,8316,0,99.6,99.605,100,0.0,15235.0,1,8349,aeruginosa
1_002516,1_JTNX01000001,20,8329,0,99.76,99.76,100,0.0,15307.0,1,8349,aeruginosa
1_002516,1_NSNZ01000001,10,8339,0,99.88,99.88,100,0.0,15363.0,1,8349,aeruginosa
1_002516,1_CP041785,28,8321,0,99.66,99.665,100,0.0,15263.0,1,8349,aeruginosa
1_002516,1_CP023316,38,8311,0,99.54,99.545,100,0.0,15208.0,1,8349,aeruginosa
1_002516,1_RXCV01000001,46,8303,0,99.45,99.449,100,0.0,15163.0,1,8349,aeruginosa
1_002516,1_LLOT01000001,45,8304,0,99.46,99.461,100,0.0,15169.0,1,8349,aeruginosa
1_002516,1_RWSW01000001,37,8312,0,99.56,99.557,100,0.0,15213.0,1,8349,aeruginosa
1_002516,1_NTAB01000001,17,8332,0,99.8,99.796,100,0.0,15324.0,1,8349,aeruginosa
1_002516,1_KI914512,19,8330,0,99.77,99.772,100,0.0,15313.0,1,8349,aeruginosa
1_002516,1_QORB01000050,45,8304,0,99.46,99.461,100,0.0,15169.0,1,8349,aeruginosa
1_002516,1_FRPB01000145,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_FRNS01000168,27,8322,0,99.68,99.677,100,0.0,15269.0,1,8349,aeruginosa
1_002516,1_FRFY01000139,36,8313,0,99.57,99.569,100,0.0,15219.0,1,8349,aeruginosa
1_002516,1_RWUH01000001,56,8293,0,99.33,99.329,100,0.0,15110.0,1,8349,aeruginosa
1_002516,1_LSQN01000001,39,8310,0,99.53,99.53299999999999,100,0.0,15202.0,1,8349,aeruginosa
1_002516,1_KI518796,41,8308,0,99.51,99.509,100,0.0,15191.0,1,8349,aeruginosa
1_002516,1_CAADKR010000001,16,8333,0,99.81,99.80799999999999,100,0.0,15330.0,1,8349,aeruginosa
1_002516,1_JVPC01000001,21,8328,0,99.75,99.74799999999999,100,0.0,15302.0,1,8349,aeruginosa
1_002516,1_QVAY01000100,15,8334,0,99.82,99.82,100,0.0,15335.0,1,8349,aeruginosa
1_002516,1_NSTX01000001,14,8335,0,99.83,99.83200000000001,100,0.0,15341.0,1,8349,aeruginosa
1_002516,1_CP033432,44,8305,0,99.47,99.473,100,0.0,15175.0,1,8349,aeruginosa
1_002516,1_LRZC01000001,25,8324,0,99.7,99.70100000000001,100,0.0,15280.0,1,8349,aeruginosa
1_002516,1_QVCH01000100,23,8326,0,99.72,99.725,100,0.0,15291.0,1,8349,aeruginosa
1_002516,1_NSNN01000001,28,8321,0,99.66,99.665,100,0.0,15263.0,1,8349,aeruginosa
1_002516,1_FRQQ01000108,51,8298,0,99.39,99.389,100,0.0,15136.0,1,8349,aeruginosa
1_002516,1_FRMF01000073,26,8323,0,99.69,99.689,100,0.0,15274.0,1,8349,aeruginosa
1_002516,1_LLNM01000001,43,8306,0,99.48,99.485,100,0.0,15180.0,1,8349,aeruginosa
1_002516,1_PPDZ01000001,19,8330,0,99.77,99.772,100,0.0,15313.0,1,8349,aeruginosa
1_002516,1_CP015649,17,8332,0,99.8,99.796,100,0.0,15324.0,1,8349,aeruginosa
1_002516,1_JTRP01000001,21,8328,0,99.75,99.74799999999999,100,0.0,15302.0,1,8349,aeruginosa
1_002516,1_CP029713,17,8332,0,99.8,99.796,100,0.0,15324.0,1,8349,aeruginosa
1_002516,1_FRRF01000058,12,8337,0,99.86,99.85600000000001,100,0.0,15352.0,1,8349,aeruginosa
1_002516,1_FRRN01000067,12,8337,0,99.86,99.85600000000001,100,0.0,15352.0,1,8349,aeruginosa
1_002516,1_VOKZ01000100,39,8310,0,99.53,99.53299999999999,100,0.0,15202.0,1,8349,aeruginosa
1_002516,1_NFFO01000100,24,8325,0,99.71,99.713,100,0.0,15285.0,1,8349,aeruginosa
1_002516,1_KI518732,19,8330,0,99.77,99.772,100,0.0,15313.0,1,8349,aeruginosa
1_002516,1_JTXJ01000001,51,8298,0,99.39,99.389,100,0.0,15136.0,1,8349,aeruginosa
1_002516,1_RXUM01000001,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_RWRK01000001,9,8340,0,99.89,99.89200000000001,100,0.0,15368.0,1,8349,aeruginosa
1_002516,1_FRKW01000131,33,8316,0,99.6,99.605,100,0.0,15235.0,1,8349,aeruginosa
1_002516,1_RWTE01000001,17,8332,0,99.8,99.796,100,0.0,15324.0,1,8349,aeruginosa
1_002516,1_JTTR01000001,24,8325,0,99.71,99.713,100,0.0,15285.0,1,8349,aeruginosa
1_002516,1_LYTW01000100,45,8304,0,99.46,99.461,100,0.0,15169.0,1,8349,aeruginosa
1_002516,1_CP013478,17,8332,0,99.8,99.796,100,0.0,15324.0,1,8349,aeruginosa
1_002516,1_CBMP010000001,23,8326,0,99.72,99.725,100,0.0,15291.0,1,8349,aeruginosa
1_002516,1_UAWV01000014,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_QZYA01000079,46,8303,0,99.45,99.449,100,0.0,15163.0,1,8349,aeruginosa
1_002516,1_CUXH01000001,52,8297,0,99.38,99.37700000000001,100,0.0,15130.0,1,8349,aeruginosa
1_002516,1_MKEM01000001,39,8310,0,99.53,99.53299999999999,100,0.0,15202.0,1,8349,aeruginosa
1_002516,1_NSYS01000001,19,8330,0,99.77,99.772,100,0.0,15315.0,1,8349,aeruginosa
1_002516,1_NFFK01000100,17,8332,0,99.8,99.796,100,0.0,15324.0,1,8349,aeruginosa
1_002516,1_LLRD01000001,40,8309,0,99.52,99.521,100,0.0,15197.0,1,8349,aeruginosa
1_002516,1_FRMQ01000065,38,8311,0,99.54,99.545,100,0.0,15208.0,1,8349,aeruginosa
1_002516,1_JTZW01000001,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_MVBU01000001,17,8332,0,99.8,99.796,100,0.0,15324.0,1,8349,aeruginosa
1_002516,1_QZXB01000121,148,8201,0,98.23,98.227,100,0.0,14598.0,1,8349,aeruginosa
1_002516,1_RXCC01000001,73,8276,0,99.13,99.126,100,0.0,15014.0,1,8349,aeruginosa
1_002516,1_RABK01000063,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_KK212645,17,8332,0,99.8,99.796,100,0.0,15324.0,1,8349,aeruginosa
1_002516,1_RWND01000001,30,8319,0,99.64,99.641,100,0.0,15252.0,1,8349,aeruginosa
1_002516,1_JTXZ01000001,24,8325,0,99.71,99.713,100,0.0,15285.0,1,8349,aeruginosa
1_002516,1_LEJQ01000001,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_FRQA01000077,19,8330,0,99.77,99.772,100,0.0,15313.0,1,8349,aeruginosa
1_002516,1_RWMD01000001,14,8335,0,99.83,99.83200000000001,100,0.0,15341.0,1,8349,aeruginosa
1_002516,1_NSSY01000001,20,8329,0,99.76,99.76,100,0.0,15309.0,1,8349,aeruginosa
1_002516,1_KI518765,24,8325,0,99.71,99.713,100,0.0,15285.0,1,8349,aeruginosa
1_002516,1_JTTD01000001,38,8311,0,99.54,99.545,100,0.0,15208.0,1,8349,aeruginosa
1_002516,1_JTXA01000001,45,8304,0,99.46,99.461,100,0.0,15169.0,1,8349,aeruginosa
1_002516,1_RWLF01000001,13,8336,0,99.84,99.844,100,0.0,15346.0,1,8349,aeruginosa
1_002516,1_FRTK01000260,21,8328,0,99.75,99.74799999999999,100,0.0,15302.0,1,8349,aeruginosa
1_002516,1_LR130537,18,8331,0,99.78,99.78399999999999,100,0.0,15319.0,1,8349,aeruginosa
1_002516,1_FRGN01000159,39,8310,0,99.53,99.53299999999999,100,0.0,15202.0,1,8349,aeruginosa
1_002516,1_VZIT01000100,21,8328,0,99.75,99.74799999999999,100,0.0,15302.0,1,8349,aeruginosa
1_002516,1_NRAE01000100,41,8308,0,99.51,99.509,100,0.0,15191.0,1,8349,aeruginosa
1_002516,1_FRGR01000110,21,8328,0,99.75,99.74799999999999,100,0.0,15302.0,1,8349,aeruginosa
1_002516,1_MULA01000001,18,8331,0,99.78,99.78399999999999,100,0.0,15319.0,1,8349,aeruginosa
1_002516,1_CP012066,17,8332,0,99.8,99.796,100,0.0,15324.0,1,8349,aeruginosa
1_002516,1_NSYV01000001,19,8330,0,99.77,99.772,100,0.0,15313.0,1,8349,aeruginosa
1_002516,1_RWXM01000070,41,8308,0,99.51,99.509,100,0.0,15191.0,1,8349,aeruginosa
1_002516,1_NSZC01000001,20,8329,0,99.76,99.76,100,0.0,15307.0,1,8349,aeruginosa
1_002516,1_NTAG01000001,45,8304,0,99.46,99.461,100,0.0,15169.0,1,8349,aeruginosa
1_002516,1_LLRE01000001,31,8318,0,99.63,99.62899999999999,100,0.0,15247.0,1,8349,aeruginosa
1_002516,1_MWYG01000001,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_QVIQ01000001,41,8308,0,99.51,99.509,100,0.0,15191.0,1,8349,aeruginosa
1_002516,1_RAEI01000057,27,8322,0,99.68,99.677,100,0.0,15269.0,1,8349,aeruginosa
1_002516,1_LRYE01000001,33,8316,0,99.6,99.605,100,0.0,15235.0,1,8349,aeruginosa
1_002516,1_RWWS01000019,26,8323,0,99.69,99.689,100,0.0,15274.0,1,8349,aeruginosa
1_002516,1_RAAQ01000101,24,8325,0,99.71,99.713,100,0.0,15285.0,1,8349,aeruginosa
1_002516,1_CVWP01000001,23,8326,0,99.72,99.725,100,0.0,15291.0,1,8349,aeruginosa
1_002516,1_QBEP01000100,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_KI518955,14,8335,0,99.83,99.83200000000001,100,0.0,15341.0,1,8349,aeruginosa
1_002516,1_RHSA01000100,14,5917,0,99.76,99.764,96,0.0,10876.0,2419,8349,aeruginosa
1_002516,1_QDGV01000001,19,8330,0,99.77,99.772,100,0.0,15313.0,1,8349,aeruginosa
1_002516,1_LEIZ01000001,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_NTAO01000001,32,8317,0,99.62,99.617,100,0.0,15241.0,1,8349,aeruginosa
1_002516,1_QZFW01000001,0,8349,0,100.0,100.0,100,0.0,15418.0,1,8349,aeruginosa
1_002516,1_JTZQ01000001,23,8326,0,99.72,99.725,100,0.0,15291.0,1,8349,aeruginosa
1_002516,1_SDAH01000001,16,8333,0,99.81,99.80799999999999,100,0.0,15330.0,1,8349,aeruginosa
1_002516,1_QDGK01000001,19,8330,0,99.77,99.772,100,0.0,15313.0,1,8349,aeruginosa
1_002516,1_CAADNU010000001,45,8304,0,99.46,99.461,100,0.0,15169.0,1,8349,aeruginosa
1_002516,1_LEHY01000001,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_RXBW01000001,34,8315,0,99.59,99.59299999999999,100,0.0,15230.0,1,8349,aeruginosa
1_002516,1_RWOJ01000001,30,8319,0,99.64,99.641,100,0.0,15252.0,1,8349,aeruginosa
1_002516,1_CP032552,39,8310,0,99.53,99.53299999999999,100,0.0,15202.0,1,8349,aeruginosa
1_002516,1_JTYB01000001,42,8307,0,99.5,99.49700000000001,100,0.0,15186.0,1,8349,aeruginosa
1_002516,1_JTNE01000001,208,8141,0,97.51,97.509,100,0.0,14266.0,1,8349,aeruginosa
1_002516,1_NSUI01000001,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_NSVI01000001,11,8338,0,99.87,99.868,100,0.0,15357.0,1,8349,aeruginosa
1_002516,1_NSMR01000001,17,8332,0,99.8,99.796,100,0.0,15324.0,1,8349,aeruginosa
1_002516,1_CVVG01000001,23,8326,0,99.72,99.725,100,0.0,15291.0,1,8349,aeruginosa
1_002516,1_NSPW01000001,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_LEII01000001,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_KE137323,21,8328,0,99.75,99.74799999999999,100,0.0,15302.0,1,8349,aeruginosa
1_002516,1_NRBB01000010,17,8332,0,99.8,99.796,100,0.0,15324.0,1,8349,aeruginosa
1_002516,1_RWMO01000001,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_RRBM01000100,46,8303,0,99.45,99.449,100,0.0,15163.0,1,8349,aeruginosa
1_002516,1_LEHV01000001,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_LRSF01000001,23,8326,0,99.72,99.725,100,0.0,15291.0,1,8349,aeruginosa
1_002516,1_FRVP01000079,21,8328,0,99.75,99.74799999999999,100,0.0,15302.0,1,8349,aeruginosa
1_002516,1_CUXM01000001,52,8297,0,99.38,99.37700000000001,100,0.0,15130.0,1,8349,aeruginosa
1_002516,1_QVDU01000100,13,8336,0,99.84,99.844,100,0.0,15346.0,1,8349,aeruginosa
1_002516,1_KI518716,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_NINT01000001,51,8298,0,99.39,99.389,100,0.0,15136.0,1,8349,aeruginosa
1_002516,1_NXHS01000100,46,8303,0,99.45,99.449,100,0.0,15163.0,1,8349,aeruginosa
1_002516,1_RABX01000520,18,8331,0,99.78,99.78399999999999,100,0.0,15319.0,1,8349,aeruginosa
1_002516,1_NSQS01000001,27,8322,0,99.68,99.677,100,0.0,15269.0,1,8349,aeruginosa
1_002516,1_RWUF01000001,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_FRUD01000258,21,8328,0,99.75,99.74799999999999,100,0.0,15302.0,1,8349,aeruginosa
1_002516,1_NFFR01000010,26,8323,0,99.69,99.689,100,0.0,15274.0,1,8349,aeruginosa
1_002516,1_JTSI01000001,21,8328,0,99.75,99.74799999999999,100,0.0,15302.0,1,8349,aeruginosa
1_002516,1_LLSC01000001,17,8332,0,99.8,99.796,100,0.0,15324.0,1,8349,aeruginosa
1_002516,1_QZYH01000057,51,8298,0,99.39,99.389,100,0.0,15136.0,1,8349,aeruginosa
1_002516,1_LEIA01000001,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_CAADLO010000001,17,8332,0,99.8,99.796,100,0.0,15324.0,1,8349,aeruginosa
1_002516,1_JUQJ01000001,27,8322,0,99.68,99.677,100,0.0,15269.0,1,8349,aeruginosa
1_002516,1_FRWY01001707,18,8331,0,99.78,99.78399999999999,100,0.0,15319.0,1,8349,aeruginosa
1_002516,1_LLKX01000001,19,8330,0,99.77,99.772,100,0.0,15313.0,1,8349,aeruginosa
1_002516,1_FRPJ01000108,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_NIZO01000100,37,8312,0,99.56,99.557,100,0.0,15213.0,1,8349,aeruginosa
1_002516,1_CCOR01000001,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_NSNE01000001,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_RADQ01000713,25,8324,0,99.7,99.70100000000001,100,0.0,15280.0,1,8349,aeruginosa
1_002516,1_SCWR01000001,38,8311,0,99.54,99.545,100,0.0,15208.0,1,8349,aeruginosa
1_002516,1_KI519294,21,8328,0,99.75,99.74799999999999,100,0.0,15302.0,1,8349,aeruginosa
1_002516,1_RXVJ01000001,15,8334,0,99.82,99.82,100,0.0,15335.0,1,8349,aeruginosa
1_002516,1_RWQF01000001,21,8328,0,99.75,99.74799999999999,100,0.0,15302.0,1,8349,aeruginosa
1_002516,1_LLRN01000001,16,8333,0,99.81,99.80799999999999,100,0.0,15330.0,1,8349,aeruginosa
1_002516,1_FROA01000255,17,8332,0,99.8,99.796,100,0.0,15324.0,1,8349,aeruginosa
1_002516,1_QFTH01000001,24,8325,0,99.71,99.713,100,0.0,15285.0,1,8349,aeruginosa
1_002516,1_RXED01000001,38,8311,0,99.54,99.545,100,0.0,15208.0,1,8349,aeruginosa
1_002516,1_NRAT01000100,32,8317,0,99.62,99.617,100,0.0,15241.0,1,8349,aeruginosa
1_002516,1_NSZF01000001,19,8330,0,99.77,99.772,100,0.0,15313.0,1,8349,aeruginosa
1_002516,1_JTMS01000001,31,8318,0,99.63,99.62899999999999,100,0.0,15247.0,1,8349,aeruginosa
1_002516,1_NIZR01000100,44,8305,0,99.47,99.473,100,0.0,15175.0,1,8349,aeruginosa
1_002516,1_NFFC01000100,45,8304,0,99.46,99.461,100,0.0,15169.0,1,8349,aeruginosa
1_002516,1_CP008863,51,8298,0,99.39,99.389,100,0.0,15136.0,1,8349,aeruginosa
1_002516,1_SBJR01000001,30,8319,0,99.64,99.641,100,0.0,15252.0,1,8349,aeruginosa
1_002516,1_CP017306,19,8330,0,99.77,99.772,100,0.0,15313.0,1,8349,aeruginosa
1_002516,1_QZXN01000053,75,8274,0,99.1,99.102,100,0.0,15003.0,1,8349,aeruginosa
1_002516,1_QZXI01000006,150,8199,0,98.2,98.20299999999999,100,0.0,14587.0,1,8349,aeruginosa
1_002516,1_JTXW01000001,12,8337,0,99.86,99.85600000000001,100,0.0,15352.0,1,8349,aeruginosa
1_002516,1_RXUK01000001,17,8332,0,99.8,99.796,100,0.0,15324.0,1,8349,aeruginosa
1_002516,1_ATAI01000001,39,8310,0,99.53,99.53299999999999,100,0.0,15202.0,1,8349,aeruginosa
1_002516,1_CAADKU010000001,23,8326,0,99.72,99.725,100,0.0,15291.0,1,8349,aeruginosa
1_002516,1_KI519184,11,8338,0,99.87,99.868,100,0.0,15357.0,1,8349,aeruginosa
1_002516,1_RWQU01000001,17,8332,0,99.8,99.796,100,0.0,15324.0,1,8349,aeruginosa
1_002516,1_RACN01000177,19,8330,0,99.77,99.772,100,0.0,15313.0,1,8349,aeruginosa
1_002516,1_RWZM01000001,17,8332,0,99.8,99.796,100,0.0,15324.0,1,8349,aeruginosa
1_002516,1_FRJF01000357,70,8279,0,99.16,99.162,100,0.0,15031.0,1,8349,aeruginosa
1_002516,1_SUNG01000001,45,8304,0,99.46,99.461,100,0.0,15169.0,1,8349,aeruginosa
1_002516,1_NTBD01000001,31,8318,0,99.63,99.62899999999999,100,0.0,15247.0,1,8349,aeruginosa
1_002516,1_LLOD01000001,44,8305,0,99.47,99.473,100,0.0,15175.0,1,8349,aeruginosa
1_002516,1_MULE01000010,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_CP008871,17,8332,0,99.8,99.796,100,0.0,15324.0,1,8349,aeruginosa
1_002516,1_CUXL01000001,52,8297,0,99.38,99.37700000000001,100,0.0,15130.0,1,8349,aeruginosa
1_002516,1_LLPY01000001,29,8320,0,99.65,99.65299999999999,100,0.0,15258.0,1,8349,aeruginosa
1_002516,1_JUWD01000027,41,8308,0,99.51,99.509,100,0.0,15191.0,1,8349,aeruginosa
1_002516,1_JTVN01000001,10,8339,0,99.88,99.88,100,0.0,15363.0,1,8349,aeruginosa
1_002516,1_CP043483,45,8304,0,99.46,99.461,100,0.0,15169.0,1,8349,aeruginosa
1_002516,1_KI518719,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_JTQS01000001,45,8304,0,99.46,99.461,100,0.0,15169.0,1,8349,aeruginosa
1_002516,1_JTUZ01000001,23,8326,0,99.72,99.725,100,0.0,15291.0,1,8349,aeruginosa
1_002516,1_JUAN01000001,34,8315,0,99.59,99.59299999999999,100,0.0,15230.0,1,8349,aeruginosa
1_002516,1_PSQS01000001,10,8339,0,99.88,99.88,100,0.0,15363.0,1,8349,aeruginosa
1_002516,1_SCYT01000001,18,8331,0,99.78,99.78399999999999,100,0.0,15322.0,1,8349,aeruginosa
1_002516,1_RWQP01000001,17,8332,0,99.8,99.796,100,0.0,15324.0,1,8349,aeruginosa
1_002516,1_RAAJ01000014,24,8325,0,99.71,99.713,100,0.0,15285.0,1,8349,aeruginosa
1_002516,1_NRBX01000001,25,8324,0,99.7,99.70100000000001,100,0.0,15280.0,1,8349,aeruginosa
1_002516,1_QBER01000010,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_CP033835,26,8323,0,99.69,99.689,100,0.0,15274.0,1,8349,aeruginosa
1_002516,1_FROI01000100,19,8330,0,99.77,99.772,100,0.0,15313.0,1,8349,aeruginosa
1_002516,1_LLRS01000001,40,8309,0,99.52,99.521,100,0.0,15197.0,1,8349,aeruginosa
1_002516,1_RXVR01000001,21,8328,0,99.75,99.74799999999999,100,0.0,15302.0,1,8349,aeruginosa
1_002516,1_FRTH01000337,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_LEJZ01000001,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_JPFG01000001,23,8326,0,99.72,99.725,100,0.0,15291.0,1,8349,aeruginosa
1_002516,1_JTNH01000001,41,8308,0,99.51,99.509,100,0.0,15191.0,1,8349,aeruginosa
1_002516,1_FRIU01000161,36,8313,0,99.57,99.569,100,0.0,15219.0,1,8349,aeruginosa
1_002516,1_MPUS01000001,53,8296,0,99.37,99.365,100,0.0,15125.0,1,8349,aeruginosa
1_002516,1_FRPX01000109,39,8310,0,99.53,99.53299999999999,100,0.0,15202.0,1,8349,aeruginosa
1_002516,1_LLPP01000001,25,8324,0,99.7,99.70100000000001,100,0.0,15280.0,1,8349,aeruginosa
1_002516,1_LLVL01000001,23,8326,0,99.72,99.725,100,0.0,15291.0,1,8349,aeruginosa
1_002516,1_KI519315,19,8330,0,99.77,99.772,100,0.0,15313.0,1,8349,aeruginosa
1_002516,1_JTMV01000001,36,8313,0,99.57,99.569,100,0.0,15219.0,1,8349,aeruginosa
1_002516,1_FRIP01000199,18,8331,0,99.78,99.78399999999999,100,0.0,15319.0,1,8349,aeruginosa
1_002516,1_RWUA01000001,35,8314,0,99.58,99.581,100,0.0,15224.0,1,8349,aeruginosa
1_002516,1_LEHU01000001,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_FRFI01000141,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_LCTB01000001,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_NSXP01000001,18,8331,0,99.78,99.78399999999999,100,0.0,15319.0,1,8349,aeruginosa
1_002516,1_FRSZ01000199,35,8314,0,99.58,99.581,100,0.0,15224.0,1,8349,aeruginosa
1_002516,1_LR130527,18,8331,0,99.78,99.78399999999999,100,0.0,15319.0,1,8349,aeruginosa
1_002516,1_NTAN01000001,32,8317,0,99.62,99.617,100,0.0,15241.0,1,8349,aeruginosa
1_002516,1_RHSS01000010,21,8328,0,99.75,99.74799999999999,100,0.0,15302.0,1,8349,aeruginosa
1_002516,1_RWOH01000001,10,8339,0,99.88,99.88,100,0.0,15363.0,1,8349,aeruginosa
1_002516,1_RAEA01000141,21,8328,0,99.75,99.74799999999999,100,0.0,15302.0,1,8349,aeruginosa
1_002516,1_MTGC01000001,28,8321,0,99.66,99.665,100,0.0,15263.0,1,8349,aeruginosa
1_002516,1_CAADML010000001,16,8333,0,99.81,99.80799999999999,100,0.0,15330.0,1,8349,aeruginosa
1_002516,1_LLOV01000001,51,8298,0,99.39,99.389,100,0.0,15136.0,1,8349,aeruginosa
1_002516,1_LRZM01000001,23,8326,0,99.72,99.725,100,0.0,15291.0,1,8349,aeruginosa
1_002516,1_RXWN01000001,20,8329,0,99.76,99.76,100,0.0,15307.0,1,8349,aeruginosa
1_002516,1_UAUH01000062,37,8312,0,99.56,99.557,100,0.0,15213.0,1,8349,aeruginosa
1_002516,1_RXDO01000001,15,8334,0,99.82,99.82,100,0.0,15335.0,1,8349,aeruginosa
1_002516,1_PUEY01000010,39,8310,0,99.53,99.53299999999999,100,0.0,15202.0,1,8349,aeruginosa
1_002516,1_JTVQ01000001,17,8332,0,99.8,99.796,100,0.0,15324.0,1,8349,aeruginosa
1_002516,1_MVBT01000001,17,8332,0,99.8,99.796,100,0.0,15324.0,1,8349,aeruginosa
1_002516,1_JTUL01000001,51,8298,0,99.39,99.389,100,0.0,15136.0,1,8349,aeruginosa
1_002516,1_FRMU01000079,38,8311,0,99.54,99.545,100,0.0,15208.0,1,8349,aeruginosa
1_002516,1_RAFL01000056,24,8325,0,99.71,99.713,100,0.0,15285.0,1,8349,aeruginosa
1_002516,1_JYGC02000001,39,8310,0,99.53,99.53299999999999,100,0.0,15202.0,1,8349,aeruginosa
1_002516,1_FRSA01000108,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_QVAU01000100,35,8314,0,99.58,99.581,100,0.0,15224.0,1,8349,aeruginosa
1_002516,1_VIHE01000100,31,8318,0,99.63,99.62899999999999,100,0.0,15247.0,1,8349,aeruginosa
1_002516,1_LDKW01000001,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_LLPQ01000001,11,8338,0,99.87,99.868,100,0.0,15357.0,1,8349,aeruginosa
1_002516,1_NSRU01000001,25,8324,0,99.7,99.70100000000001,100,0.0,15280.0,1,8349,aeruginosa
1_002516,1_CUXR01000001,52,8297,0,99.38,99.37700000000001,100,0.0,15130.0,1,8349,aeruginosa
1_002516,1_NRAA01000100,26,8323,0,99.69,99.689,100,0.0,15274.0,1,8349,aeruginosa
1_002516,1_CP010555,23,8326,0,99.72,99.725,100,0.0,15291.0,1,8349,aeruginosa
1_002516,1_LLQV01000001,45,8304,0,99.46,99.461,100,0.0,15169.0,1,8349,aeruginosa
1_002516,1_RXVU01000001,28,8321,0,99.66,99.665,100,0.0,15263.0,1,8349,aeruginosa
1_002516,1_NSSP01000001,69,8280,0,99.17,99.17399999999999,100,0.0,15036.0,1,8349,aeruginosa
1_002516,1_CP022001,28,8321,0,99.66,99.665,100,0.0,15263.0,1,8349,aeruginosa
1_002516,1_NRAM01000100,32,8317,0,99.62,99.617,100,0.0,15241.0,1,8349,aeruginosa
1_002516,1_UGUJ01000007,29,8320,0,99.65,99.65299999999999,100,0.0,15258.0,1,8349,aeruginosa
1_002516,1_RXAR01000001,1,8348,0,99.99,99.988,100,0.0,15413.0,1,8349,aeruginosa
1_002516,1_FRVB01000168,27,8322,0,99.68,99.677,100,0.0,15269.0,1,8349,aeruginosa
1_002516,1_JTSX01000001,18,8331,0,99.78,99.78399999999999,100,0.0,15319.0,1,8349,aeruginosa
1_002516,1_LJGL01000001,216,8133,0,97.41,97.413,100,0.0,14222.0,1,8349,aeruginosa
1_002516,1_MPVB01000001,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_FRMP01000067,38,8311,0,99.54,99.545,100,0.0,15208.0,1,8349,aeruginosa
1_002516,1_SCWH01000001,31,8318,0,99.63,99.62899999999999,100,0.0,15247.0,1,8349,aeruginosa
1_002516,1_KI518992,27,8322,0,99.68,99.677,100,0.0,15269.0,1,8349,aeruginosa
1_002516,1_NSQA01000001,22,8327,0,99.74,99.736,100,0.0,15296.0,1,8349,aeruginosa
1_002516,1_FRRX01000077,12,8337,0,99.86,99.85600000000001,100,0.0,15352.0,1,8349,aeruginosa
