Bin Id,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity
GCF_900143865.1_35_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_900143965.1_61_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.4,0.0
GCF_900144155.1_63_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.4,0.0
GCF_900144385.1_96_genomic,Pseudomonas (5),182,833,312,1,826,6,0,0,0,99.68,0.61,0.0
GCF_900144955.1_152_genomic,Pseudomonas (5),182,833,312,4,827,2,0,0,0,99.45,0.19,50.0
GCF_900145005.1_158_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_900145025.1_160_genomic,Pseudomonas (5),182,833,312,3,829,1,0,0,0,99.61,0.08,0.0
GCF_900145115.1_169_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.4,50.0
GCF_900145315.1_188_genomic,Pseudomonas (5),182,833,312,2,830,1,0,0,0,99.6,0.08,0.0
GCF_900145505.1_208_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.19,0.0
GCF_900145595.1_217_genomic,Pseudomonas (5),182,833,312,1,829,3,0,0,0,99.68,0.43,0.0
GCF_900145835.1_250_genomic,Pseudomonas (5),182,833,312,3,828,2,0,0,0,99.61,0.11,0.0
GCF_900146065.1_276_genomic,Pseudomonas (5),182,833,312,2,827,4,0,0,0,99.6,0.45,0.0
GCF_900146195.1_289_genomic,Pseudomonas (5),182,833,312,1,827,5,0,0,0,99.68,0.61,20.0
GCF_900146285.1_298_genomic,Pseudomonas (5),182,833,312,2,830,1,0,0,0,99.6,0.08,0.0
GCF_900146435.1_314_genomic,Pseudomonas (5),182,833,312,2,825,6,0,0,0,99.6,0.36,0.0
GCF_900146835.1_356_genomic,Pseudomonas (5),182,833,312,1,825,7,0,0,0,99.68,0.63,0.0
GCF_900147055.1_379_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_900147155.1_390_genomic,Pseudomonas (5),182,833,312,3,829,1,0,0,0,99.61,0.08,0.0
GCF_900147205.1_394_genomic,Pseudomonas (5),182,833,312,3,826,3,1,0,0,99.61,0.41,0.0
GCF_900147375.1_411_genomic,Pseudomonas (5),182,833,312,3,828,2,0,0,0,99.61,0.24,50.0
GCF_900147455.1_418_genomic,Pseudomonas (5),182,833,312,2,829,2,0,0,0,99.93,0.24,50.0
GCF_900147745.1_138_1_genomic,Pseudomonas (5),182,833,312,4,826,3,0,0,0,99.69,0.35,33.33
GCF_900187445.1_s3b2_genomic,Pseudomonas (5),182,833,312,1,828,4,0,0,0,99.68,0.24,0.0
GCF_900187605.1_3H7_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.4,0.0
GCF_900243355.1_RW109_genomic,Pseudomonas (5),182,833,312,1,818,13,0,1,0,99.68,2.37,15.79
GCF_900406865.1_De_novo_assembly_of_KCRI_isolate_R0004_260_genomic,Pseudomonas (5),182,833,312,1,828,4,0,0,0,99.68,0.52,0.0
GCF_900455385.1_43366_E01_genomic,Pseudomonas (5),182,833,312,2,829,2,0,0,0,99.52,0.4,0.0
GCF_900455405.1_43941_D01_genomic,Pseudomonas (5),182,833,312,1,826,6,0,0,0,99.68,0.88,83.33
GCF_900455435.1_43366_C01_genomic,Pseudomonas (5),182,833,312,6,823,4,0,0,0,99.08,0.75,0.0
GCF_900455495.1_51765_B02_genomic,Pseudomonas (5),182,833,312,0,826,7,0,0,0,100.0,0.57,0.0
GCF_900576605.1_p11.A3_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.14,0.0
GCF_900576685.1_p11.A8_genomic,Pseudomonas (5),182,833,312,1,829,3,0,0,0,99.68,0.25,0.0
GCF_900580535.1_p11.C1_genomic,Pseudomonas (5),182,833,312,0,829,4,0,0,0,100.0,0.57,0.0
GCF_900580645.1_p11.D2_genomic,Pseudomonas (5),182,833,312,2,827,4,0,0,0,99.36,0.16,0.0
GCF_900580695.1_p11.D3_genomic,Pseudomonas (5),182,833,312,0,824,9,0,0,0,100.0,1.02,22.22
GCF_900580745.1_p11.E8_genomic,Pseudomonas (5),182,833,312,0,830,3,0,0,0,100.0,0.46,0.0
GCF_900580955.1_p11.G5_genomic,Pseudomonas (5),182,833,312,0,824,9,0,0,0,100.0,1.33,33.33
GCF_900581005.1_p11.H11_genomic,Pseudomonas (5),182,833,312,0,806,27,0,0,0,100.0,4.41,25.93
GCF_900581155.1_p12.A8_genomic,Pseudomonas (5),182,833,312,1,828,4,0,0,0,99.89,0.22,0.0
GCF_900581185.1_p12.A2_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.14,0.0
GCF_900581305.1_p12.C1_genomic,Pseudomonas (5),182,833,312,0,829,4,0,0,0,100.0,0.54,0.0
GCF_900581325.1_p12.D12_genomic,Pseudomonas (5),182,833,312,0,827,6,0,0,0,100.0,0.38,0.0
GCF_900581445.1_p12.D9_genomic,Pseudomonas (5),182,833,312,0,830,3,0,0,0,100.0,0.25,0.0
GCF_900581675.1_p12.F9_genomic,Pseudomonas (5),182,833,312,2,829,2,0,0,0,99.36,0.14,0.0
GCF_900581865.1_p13.A1_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.14,0.0
GCF_900581945.1_p13.B4_genomic,Pseudomonas (5),182,833,312,0,829,4,0,0,0,100.0,0.72,25.0
GCF_900582055.1_p13.C8_genomic,Pseudomonas (5),182,833,312,0,829,4,0,0,0,100.0,0.36,0.0
GCF_900582065.1_p13.C6_genomic,Pseudomonas (5),182,833,312,1,829,3,0,0,0,99.68,0.3,0.0
GCF_900582085.1_p13.C3_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.14,0.0
GCF_900582295.1_p13.F10_genomic,Pseudomonas (5),182,833,312,0,830,3,0,0,0,100.0,0.46,0.0
GCF_900582315.1_p13.F12_genomic,Pseudomonas (5),182,833,312,1,828,4,0,0,0,99.68,0.32,0.0
GCF_900582465.1_p13.G1_genomic,Pseudomonas (5),182,833,312,0,829,4,0,0,0,100.0,0.28,0.0
GCF_900582565.1_p13.H11_genomic,Pseudomonas (5),182,833,312,1,828,4,0,0,0,99.68,0.79,0.0
GCF_900582695.1_p1.A7_genomic,Pseudomonas (5),182,833,312,0,830,3,0,0,0,100.0,0.25,0.0
GCF_900582735.1_p1.A8_genomic,Pseudomonas (5),182,833,312,0,830,3,0,0,0,100.0,0.17,0.0
GCF_900582895.1_p1.C11_genomic,Pseudomonas (5),182,833,312,0,829,4,0,0,0,100.0,0.36,25.0
GCF_900582975.1_p1.D11_genomic,Pseudomonas (5),182,833,312,0,830,3,0,0,0,100.0,0.25,0.0
GCF_900583115.1_p1.E3_genomic,Pseudomonas (5),182,833,312,0,830,3,0,0,0,100.0,0.46,0.0
GCF_900583205.1_p1.E8_genomic,Pseudomonas (5),182,833,312,0,829,4,0,0,0,100.0,0.33,0.0
GCF_900583265.1_p1.F9_genomic,Pseudomonas (5),182,833,312,2,829,2,0,0,0,99.36,0.14,0.0
GCF_900583385.1_p1.G7_genomic,Pseudomonas (5),182,833,312,0,830,3,0,0,0,100.0,0.25,0.0
GCF_900583445.1_p1.H4_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.14,0.0
GCF_900583615.1_p20.B3_genomic,Pseudomonas (5),182,833,312,0,830,3,0,0,0,100.0,0.46,0.0
GCF_900583705.1_p20.C4_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.14,0.0
GCF_900583845.1_p20.D5_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.14,0.0
GCF_900584175.1_p20.G10_genomic,Pseudomonas (5),182,833,312,0,829,4,0,0,0,100.0,0.33,0.0
GCF_900584435.1_p21.B12_genomic,Pseudomonas (5),182,833,312,0,831,2,0,0,0,100.0,0.14,0.0
GCF_900584515.1_p21.C10_genomic,Pseudomonas (5),182,833,312,0,831,2,0,0,0,100.0,0.14,0.0
GCF_900584575.1_p21.C12_genomic,Pseudomonas (5),182,833,312,0,831,2,0,0,0,100.0,0.14,0.0
GCF_900585035.1_p21.G3_genomic,Pseudomonas (5),182,833,312,0,830,3,0,0,0,100.0,0.46,0.0
GCF_900585215.1_p22.A2_genomic,Pseudomonas (5),182,833,312,0,831,2,0,0,0,100.0,0.14,0.0
GCF_900585255.1_p22.B4_genomic,Pseudomonas (5),182,833,312,2,829,2,0,0,0,99.6,0.14,0.0
GCF_900585535.1_p22.E3_genomic,Pseudomonas (5),182,833,312,2,829,2,0,0,0,99.6,0.14,0.0
GCF_900585725.1_p23.A3_genomic,Pseudomonas (5),182,833,312,1,829,2,1,0,0,99.68,0.19,0.0
GCF_900585835.1_p23.B5_genomic,Pseudomonas (5),182,833,312,0,831,2,0,0,0,100.0,0.14,0.0
GCF_900586105.1_p23.G1_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.14,0.0
GCF_900586255.1_p23.H5_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.14,0.0
GCF_900586285.1_p23.H7_genomic,Pseudomonas (5),182,833,312,0,830,3,0,0,0,100.0,0.46,0.0
GCF_900586305.1_p24.A11_genomic,Pseudomonas (5),182,833,312,0,830,3,0,0,0,100.0,0.46,0.0
GCF_900586335.1_p24.A8_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.14,0.0
GCF_900586375.1_p24.A7_genomic,Pseudomonas (5),182,833,312,2,829,2,0,0,0,99.36,0.14,0.0
GCF_900586515.1_p24.C5_genomic,Pseudomonas (5),182,833,312,1,828,4,0,0,0,99.68,0.24,0.0
GCF_900586595.1_p24.C9_genomic,Pseudomonas (5),182,833,312,0,828,5,0,0,0,100.0,0.35,0.0
GCF_900586685.1_p24.D7_genomic,Pseudomonas (5),182,833,312,2,829,2,0,0,0,99.36,0.14,0.0
GCF_900586865.1_p24.F5_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.14,0.0
GCF_900587465.1_p25.C7_genomic,Pseudomonas (5),182,833,312,0,828,5,0,0,0,100.0,0.35,0.0
GCF_900587475.1_p25.D10_genomic,Pseudomonas (5),182,833,312,0,831,2,0,0,0,100.0,0.14,0.0
GCF_900587615.1_p25.E3_genomic,Pseudomonas (5),182,833,312,0,830,3,0,0,0,100.0,0.46,0.0
GCF_900587705.1_p25.E8_genomic,Pseudomonas (5),182,833,312,0,829,4,0,0,0,100.0,0.33,0.0
GCF_900587895.1_p25.G8_genomic,Pseudomonas (5),182,833,312,0,829,4,0,0,0,100.0,0.33,0.0
GCF_900588025.1_p26.A10_genomic,Pseudomonas (5),182,833,312,1,829,3,0,0,0,99.68,0.17,0.0
GCF_900588095.1_p25.H4_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.14,0.0
GCF_900588275.1_p26.D1_genomic,Pseudomonas (5),182,833,312,0,830,3,0,0,0,100.0,0.46,0.0
GCF_900588755.1_p27.A1_genomic,Pseudomonas (5),182,833,312,1,828,4,0,0,0,99.68,0.49,25.0
GCF_900589005.1_p27.G3_genomic,Pseudomonas (5),182,833,312,1,829,3,0,0,0,99.95,0.46,0.0
GCF_900589045.1_p27.H5_genomic,Pseudomonas (5),182,833,312,1,829,3,0,0,0,99.68,0.17,0.0
GCF_900589145.1_p2.B4_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.14,0.0
GCF_900589225.1_p2.B9_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.14,0.0
GCF_900589335.1_p2.C8_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.14,0.0
GCF_900589405.1_p2.D1_genomic,Pseudomonas (5),182,833,312,1,829,3,0,0,0,99.68,0.3,33.33
GCF_900589515.1_p2.E9_genomic,Pseudomonas (5),182,833,312,0,830,3,0,0,0,100.0,0.46,0.0
GCF_900589635.1_p2.F9_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.14,0.0
GCF_900589865.1_p3.A1_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.14,0.0
GCF_900589985.1_p3.B2_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.14,0.0
GCF_900590035.1_p3.B7_genomic,Pseudomonas (5),182,833,312,0,830,3,0,0,0,100.0,0.25,0.0
GCF_900590345.1_p3.E8_genomic,Pseudomonas (5),182,833,312,0,829,4,0,0,0,100.0,0.33,0.0
GCF_900590385.1_p3.F10_genomic,Pseudomonas (5),182,833,312,0,830,3,0,0,0,100.0,0.46,0.0
GCF_900590395.1_p3.F1_genomic,Pseudomonas (5),182,833,312,0,829,4,0,0,0,100.0,0.41,0.0
GCF_900590425.1_p3.F7_genomic,Pseudomonas (5),182,833,312,0,829,4,0,0,0,100.0,0.33,0.0
GCF_900590765.1_p4.B1_genomic,Pseudomonas (5),182,833,312,0,830,3,0,0,0,100.0,0.17,0.0
GCF_900590855.1_p4.C10_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.14,0.0
GCF_900590905.1_p4.C5_genomic,Pseudomonas (5),182,833,312,0,831,2,0,0,0,100.0,0.19,0.0
GCF_900590925.1_p4.C8_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.14,0.0
GCF_900590985.1_p4.D8_genomic,Pseudomonas (5),182,833,312,0,830,3,0,0,0,100.0,0.46,0.0
GCF_900598785.1_p4.G9_genomic,Pseudomonas (5),182,833,312,0,831,2,0,0,0,100.0,0.14,0.0
GCF_900598905.1_p5.A2_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.14,0.0
GCF_900599005.1_p5.A4_genomic,Pseudomonas (5),182,833,312,0,830,3,0,0,0,100.0,0.25,0.0
GCF_900599215.1_p5.D5_genomic,Pseudomonas (5),182,833,312,1,829,3,0,0,0,99.68,0.3,0.0
GCF_900599225.1_p5.D1_genomic,Pseudomonas (5),182,833,312,0,831,2,0,0,0,100.0,0.14,0.0
GCF_900599305.1_p5.D3_genomic,Pseudomonas (5),182,833,312,0,830,3,0,0,0,100.0,0.46,0.0
GCF_900599425.1_p5.E8_genomic,Pseudomonas (5),182,833,312,0,829,4,0,0,0,100.0,0.33,0.0
GCF_900599535.1_p5.G11_genomic,Pseudomonas (5),182,833,312,1,828,4,0,0,0,99.68,0.79,0.0
GCF_900599945.1_p6.C11_genomic,Pseudomonas (5),182,833,312,1,829,3,0,0,0,99.68,0.46,0.0
GCF_900599985.1_p6.B9_genomic,Pseudomonas (5),182,833,312,1,829,3,0,0,0,99.68,0.25,0.0
GCF_900600435.1_p6.H6_genomic,Pseudomonas (5),182,833,312,0,831,2,0,0,0,100.0,0.14,0.0
GCF_900600515.1_p7.A10_genomic,Pseudomonas (5),182,833,312,0,828,5,0,0,0,100.0,0.35,0.0
GCF_900600825.1_p7.D10_genomic,Pseudomonas (5),182,833,312,0,830,3,0,0,0,100.0,0.46,0.0
GCF_900601025.1_p7.E1_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.14,0.0
GCF_900601335.1_p7.H3_genomic,Pseudomonas (5),182,833,312,1,827,5,0,0,0,99.68,0.6,20.0
GCF_900601535.1_p8.C2_genomic,Pseudomonas (5),182,833,312,0,830,3,0,0,0,100.0,0.25,0.0
GCF_900601555.1_p8.C1_genomic,Pseudomonas (5),182,833,312,0,821,12,0,0,0,100.0,1.26,0.0
GCF_900601975.1_p8.G6_genomic,Pseudomonas (5),182,833,312,0,829,4,0,0,0,100.0,0.52,0.0
GCF_900601985.1_p8.G4_genomic,Pseudomonas (5),182,833,312,0,825,8,0,0,0,100.0,0.77,25.0
GCF_900602015.1_p8.H1_genomic,Pseudomonas (5),182,833,312,0,813,20,0,0,0,100.0,2.56,50.0
GCF_900602185.1_p9.A3_genomic,Pseudomonas (5),182,833,312,0,829,4,0,0,0,100.0,0.28,25.0
GCF_900602275.1_p9.B7_genomic,Pseudomonas (5),182,833,312,0,830,3,0,0,0,100.0,0.25,0.0
GCF_900602305.1_p9.B5_genomic,Pseudomonas (5),182,833,312,1,829,3,0,0,0,99.68,0.3,0.0
GCF_900602315.1_p9.B3_genomic,Pseudomonas (5),182,833,312,0,827,6,0,0,0,100.0,0.52,50.0
GCF_900602395.1_p9.C6_genomic,Pseudomonas (5),182,833,312,1,829,3,0,0,0,99.68,0.3,0.0
GCF_900602485.1_p9.D6_genomic,Pseudomonas (5),182,833,312,1,829,3,0,0,0,99.68,0.3,0.0
GCF_900602515.1_p9.D5_genomic,Pseudomonas (5),182,833,312,1,829,3,0,0,0,99.68,0.3,0.0
GCF_900602525.1_p9.D4_genomic,Pseudomonas (5),182,833,312,0,802,30,1,0,0,100.0,3.57,27.27
GCF_900602565.1_p9.E5_genomic,Pseudomonas (5),182,833,312,1,829,3,0,0,0,99.68,0.3,0.0
GCF_900602605.1_p9.E3_genomic,Pseudomonas (5),182,833,312,0,830,3,0,0,0,100.0,0.46,0.0
GCF_900602865.1_p9.G4_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.14,0.0
GCF_900602875.1_p9.G6_genomic,Pseudomonas (5),182,833,312,0,830,3,0,0,0,100.0,0.46,0.0
GCF_900602905.1_p9.H10_genomic,Pseudomonas (5),182,833,312,0,795,38,0,0,0,100.0,4.45,34.21
GCF_900625015.1_DSM_50083T_genomic,Pseudomonas (5),182,833,312,0,830,3,0,0,0,100.0,0.48,0.0
GCF_902498255.1_PS938_genomic,Pseudomonas (5),182,833,312,0,830,3,0,0,0,100.0,0.42,33.33
GCF_000012245.1_ASM1224v1_genomic,Pseudomonas (5),182,833,312,0,831,2,0,0,0,100.0,0.24,0.0
GCF_000012265.1_ASM1226v1_genomic,Pseudomonas (5),182,833,312,1,829,3,0,0,0,99.68,0.72,0.0
GCF_000145745.1_ASM14574v1_genomic,Pseudomonas (5),182,833,312,8,821,4,0,0,0,98.8,0.36,0.0
GCF_000145865.1_ASM14586v1_genomic,Pseudomonas (5),182,833,312,14,816,3,0,0,0,97.15,0.51,0.0
GCF_000194805.1_ASM19480v1_genomic,Pseudomonas (5),182,833,312,0,831,2,0,0,0,100.0,0.19,0.0
GCF_000263695.1_ASM26369v2_genomic,Pseudomonas (5),182,833,312,0,832,1,0,0,0,100.0,0.08,0.0
GCF_000271365.1_ASM27136v1_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_000344415.1_ICMP18806v1.0_genomic,Pseudomonas (5),182,833,312,0,827,6,0,0,0,100.0,0.66,16.67
GCF_000359505.1_ASM35950v1_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_000439855.1_SOAPdenovo_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_000452605.1_CC440_0923_2.0_genomic,Pseudomonas (5),182,833,312,0,831,2,0,0,0,100.0,0.24,0.0
GCF_000480555.1_Pseu_aeru_3097_V1_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_000480595.1_Pseu_aeru_3095_V1_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_000480665.1_Pseu_aeru_BL24_V1_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_000481025.1_Pseu_aeru_BL06_V1_genomic,Pseudomonas (5),182,833,312,1,828,4,0,0,0,99.68,0.33,25.0
GCF_000481405.1_Pseu_aeru_BWH015_V1_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_000481425.1_Pseu_aeru_BWH014_V1_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_000481465.1_Pseu_aeru_BWH012_V1_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_000481825.1_Pseu_aeru_S54485_V1_genomic,Pseudomonas (5),182,833,312,1,829,3,0,0,0,99.68,0.2,0.0
GCF_000481865.1_Pseu_aeru_X24509_V1_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_000481965.1_Pseu_aeru_MSH10_V1_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.11,0.0
GCF_000583975.1_ASM58397v1_genomic,Pseudomonas (5),182,833,312,2,828,3,0,0,0,99.63,0.42,0.0
GCF_000658965.1_ASM65896v1_genomic,Pseudomonas (5),182,833,312,0,831,2,0,0,0,100.0,0.19,0.0
GCF_000725105.2_ASM72510v2_genomic,Pseudomonas (5),182,833,312,2,829,2,0,0,0,99.76,0.11,0.0
GCF_000730605.1_ASM73060v1_genomic,Pseudomonas (5),182,833,312,0,826,7,0,0,0,100.0,0.65,0.0
GCF_000789885.1_AZPAE14915_genomic,Pseudomonas (5),182,833,312,3,825,5,0,0,0,99.04,0.77,0.0
GCF_000790115.1_AZPAE15038_genomic,Pseudomonas (5),182,833,312,3,828,2,0,0,0,99.47,0.13,0.0
GCF_000790355.1_AZPAE14872_genomic,Pseudomonas (5),182,833,312,4,817,11,1,0,0,99.21,1.41,7.14
GCF_000791105.1_AZPAE14901_genomic,Pseudomonas (5),182,833,312,3,824,6,0,0,0,99.44,0.83,16.67
GCF_000791585.1_AZPAE14952_genomic,Pseudomonas (5),182,833,312,6,825,2,0,0,0,99.09,0.4,0.0
GCF_000791635.1_AZPAE14955_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.11,0.0
GCF_000791665.1_AZPAE15050_genomic,Pseudomonas (5),182,833,312,5,823,5,0,0,0,98.94,0.25,0.0
GCF_000791915.1_AZPAE14968_genomic,Pseudomonas (5),182,833,312,4,825,4,0,0,0,99.36,0.45,0.0
GCF_000792365.1_AZPAE14986_genomic,Pseudomonas (5),182,833,312,2,829,2,0,0,0,99.52,0.19,0.0
GCF_000792505.1_AZPAE14992_genomic,Pseudomonas (5),182,833,312,7,823,3,0,0,0,99.23,0.43,0.0
GCF_000792725.1_AZPAE15003_genomic,Pseudomonas (5),182,833,312,2,825,6,0,0,0,99.65,0.58,0.0
GCF_000792805.1_AZPAE15007_genomic,Pseudomonas (5),182,833,312,5,826,2,0,0,0,99.07,0.16,0.0
GCF_000792885.1_AZPAE15011_genomic,Pseudomonas (5),182,833,312,4,827,2,0,0,0,99.2,0.13,0.0
GCF_000793125.1_AZPAE15023_genomic,Pseudomonas (5),182,833,312,6,825,2,0,0,0,99.4,0.11,0.0
GCF_000793255.1_AZPAE15060_genomic,Pseudomonas (5),182,833,312,4,828,1,0,0,0,99.51,0.08,0.0
GCF_000793455.1_AZPAE15069_genomic,Pseudomonas (5),182,833,312,8,819,6,0,0,0,99.1,0.35,0.0
GCF_000793865.1_AZPAE14930_genomic,Pseudomonas (5),182,833,312,2,829,2,0,0,0,99.62,0.14,0.0
GCF_000793885.1_AZPAE14914_genomic,Pseudomonas (5),182,833,312,3,824,6,0,0,0,99.44,1.1,0.0
GCF_000794605.1_AZPAE14691_genomic,Pseudomonas (5),182,833,312,3,829,1,0,0,0,99.28,0.08,0.0
GCF_000794645.1_AZPAE14694_genomic,Pseudomonas (5),182,833,312,7,822,4,0,0,0,98.86,0.77,0.0
GCF_000794945.1_AZPAE14730_genomic,Pseudomonas (5),182,833,312,7,822,4,0,0,0,98.97,0.45,0.0
GCF_000795045.1_AZPAE14811_genomic,Pseudomonas (5),182,833,312,4,826,3,0,0,0,98.96,0.43,0.0
GCF_000795505.1_AZPAE13858_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_000795735.1_AZPAE14352_genomic,Pseudomonas (5),182,833,312,5,824,4,0,0,0,98.99,0.77,0.0
GCF_000796125.1_AZPAE14403_genomic,Pseudomonas (5),182,833,312,1,829,3,0,0,0,99.68,0.16,0.0
GCF_000796475.1_AZPAE14535_genomic,Pseudomonas (5),182,833,312,2,829,2,0,0,0,99.36,0.16,0.0
GCF_000796765.1_AZPAE12146_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_000797045.1_AZPAE12410_genomic,Pseudomonas (5),182,833,312,6,825,2,0,0,0,99.2,0.24,50.0
GCF_000801915.1_PfAU12271_genomic,Pseudomonas (5),182,833,312,0,832,1,0,0,0,100.0,0.08,0.0
GCF_000824445.1_LES_CF_sputum_CF03_contigs_3_a1_genomic,Pseudomonas (5),182,833,312,1,829,3,0,0,0,99.68,0.42,0.0
GCF_000824665.1_LES_CF_sputum_CF03_contigs_34_a1_genomic,Pseudomonas (5),182,833,312,2,828,3,0,0,0,99.6,0.42,0.0
GCF_000968415.2_ASM96841v2_genomic,Pseudomonas (5),182,833,312,0,830,3,0,0,0,100.0,0.48,0.0
GCF_001007265.1_ASM100726v1_genomic,Pseudomonas (5),182,833,312,11,819,3,0,0,0,98.34,0.42,0.0
GCF_001020645.1_ASM102064v1_genomic,Pseudomonas (5),182,833,312,1,828,4,0,0,0,99.68,0.37,0.0
GCF_001023685.1_ASM102368v1_genomic,Pseudomonas (5),182,833,312,4,826,3,0,0,0,99.42,0.42,0.0
GCF_001023705.1_ASM102370v1_genomic,Pseudomonas (5),182,833,312,4,825,4,0,0,0,99.42,0.58,0.0
GCF_001024065.1_ASM102406v1_genomic,Pseudomonas (5),182,833,312,4,826,3,0,0,0,99.42,0.42,0.0
GCF_001024325.1_ASM102432v1_genomic,Pseudomonas (5),182,833,312,7,823,3,0,0,0,98.99,0.42,0.0
GCF_001024725.1_ASM102472v1_genomic,Pseudomonas (5),182,833,312,3,826,4,0,0,0,99.5,0.46,0.0
GCF_001024805.1_ASM102480v1_genomic,Pseudomonas (5),182,833,312,4,825,4,0,0,0,99.42,0.5,25.0
GCF_001034765.1_ASM103476v1_genomic,Pseudomonas (5),182,833,312,6,824,3,0,0,0,99.12,0.42,0.0
GCF_001035025.1_ASM103502v1_genomic,Pseudomonas (5),182,833,312,7,821,5,0,0,0,98.75,0.78,0.0
GCF_001035325.1_ASM103532v1_genomic,Pseudomonas (5),182,833,312,4,826,3,0,0,0,99.42,0.42,0.0
GCF_001035415.1_ASM103541v1_genomic,Pseudomonas (5),182,833,312,4,826,3,0,0,0,99.42,0.42,0.0
GCF_001035805.1_ASM103580v1_genomic,Pseudomonas (5),182,833,312,3,827,3,0,0,0,99.5,0.42,0.0
GCF_001035955.1_ASM103595v1_genomic,Pseudomonas (5),182,833,312,3,827,3,0,0,0,99.5,0.42,0.0
GCF_001036025.1_ASM103602v1_genomic,Pseudomonas (5),182,833,312,4,826,3,0,0,0,99.42,0.42,0.0
GCF_001036895.1_ASM103689v1_genomic,Pseudomonas (5),182,833,312,14,816,3,0,0,0,96.91,0.42,0.0
GCF_001036975.1_ASM103697v1_genomic,Pseudomonas (5),182,833,312,10,818,5,0,0,0,98.41,0.62,0.0
GCF_001037125.1_ASM103712v1_genomic,Pseudomonas (5),182,833,312,9,821,3,0,0,0,98.22,0.42,0.0
GCF_001037305.1_ASM103730v1_genomic,Pseudomonas (5),182,833,312,5,825,3,0,0,0,99.34,0.42,0.0
GCF_001037345.1_ASM103734v1_genomic,Pseudomonas (5),182,833,312,5,825,3,0,0,0,99.37,0.42,0.0
GCF_001067105.1_ASM106710v1_genomic,Pseudomonas (5),182,833,312,2,828,3,0,0,0,99.62,0.15,0.0
