sseqid,stitle,mismatch,positive,gaps,ppos,pident,qcovs,evalue,bitscore,qseqid,cleaned_filename,motif_hits
1_NSPY01000001_03520,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSPY01000001,3
1_FRUV01000092_02343,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRUV01000092,3
1_CAADQM010000001_02800,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CAADQM010000001,3
1_JTQA01000100_02873,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_JTQA01000100,3
1_JTUS01000001_00668,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_JTUS01000001,3
1_LLVD01000001_00246,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLVD01000001,3
1_AYML01000001_03809,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_AYML01000001,3
1_JTSL01000001_05370,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTSL01000001,3
1_LDLJ01000001_02842,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LDLJ01000001,3
1_ASQU01000001_00801,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_ASQU01000001,3
1_MAZJ01000016_04250,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_MAZJ01000016,3
1_JTXY01000001_03630,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTXY01000001,3
1_CCOU01000001_02151,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CCOU01000001,3
1_RXCD01000001_03610,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXCD01000001,3
4_CP038001_01704,unannotated protein,99,346,1,86.93,74.874,100,0.0,619.0,pao1_fabv,4_CP038001,3
9_PVUJ01000097_01068,unannotated protein,96,347,1,87.19,75.628,100,0.0,621.0,pao1_fabv,9_PVUJ01000097,3
1_LLUE01000001_03627,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLUE01000001,3
4_AZVS01000001_02006,unannotated protein,151,309,5,78.03,60.606,98,2.1299999999999987e-168,474.0,pao1_fabv,4_AZVS01000001,3
1_RWOG01000001_00232,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWOG01000001,3
1_VAVL01000001_04669,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VAVL01000001,3
1_QVDK01000835_05601,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QVDK01000835,3
1_VZIR01000100_03906,unannotated protein,4,398,0,100.0,98.995,100,0.0,809.0,pao1_fabv,1_VZIR01000100,3
1_JWAL01000001_01744,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JWAL01000001,3
1_LEIM01000001_01704,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LEIM01000001,3
1_CTCM01000001_01714,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CTCM01000001,3
1_RWLV01000001_02478,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWLV01000001,3
1_NRBM01000100_01391,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NRBM01000100,3
1_FRWG01000393_03030,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRWG01000393,3
1_SRKE01000100_06449,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_SRKE01000100,3
1_LLMV01000001_00425,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLMV01000001,3
4_KV793280_04189,unannotated protein,155,309,5,78.03,59.596,98,2.3899999999999983e-172,484.0,pao1_fabv,4_KV793280,3
1_LEHL01000001_02321,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LEHL01000001,3
1_QZGD01000001_05191,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QZGD01000001,3
1_FRUZ01000153_03148,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRUZ01000153,3
1_NRBA01000010_03609,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NRBA01000010,3
14_CP027744_02606,unannotated protein,82,357,0,89.92,79.345,99,0.0,664.0,pao1_fabv,14_CP027744,4
1_NSNO01000001_03476,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSNO01000001,3
1_RWNY01000001_04912,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWNY01000001,3
4_VSJH01000001_03086,unannotated protein,156,308,5,77.78,59.343,98,1.649999999999999e-171,482.0,pao1_fabv,4_VSJH01000001,3
4_CP011525_00940,unannotated protein,154,309,5,78.03,59.848,98,7.849999999999994e-167,471.0,pao1_fabv,4_CP011525,3
1_FRLL01000120_01193,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRLL01000120,3
1_RWXA01000035_00035,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWXA01000035,3
1_LLLG01000001_00230,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLLG01000001,3
1_NRGH01000010_04804,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_NRGH01000010,3
14_CP009290_03372,unannotated protein,82,357,0,89.92,79.345,99,0.0,664.0,pao1_fabv,14_CP009290,4
4_AMXG01000001_02559,unannotated protein,100,346,1,86.93,74.623,100,0.0,619.0,pao1_fabv,4_AMXG01000001,3
4_FOCB01000050_01437,unannotated protein,91,346,0,87.15,77.078,99,0.0,637.0,pao1_fabv,4_FOCB01000050,4
1_LBIG01000001_01923,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LBIG01000001,3
1_CP021775_02258,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP021775,3
1_CUXV01000001_06948,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CUXV01000001,3
1_KI518663_01010,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_KI518663,3
45_LHUX01000001_04319,unannotated protein,83,356,0,89.67,79.093,99,0.0,664.0,pao1_fabv,45_LHUX01000001,4
1_PPDY01000001_02482,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_PPDY01000001,3
1_NSPL01000001_04707,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSPL01000001,3
1_VWQG01000001_02660,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VWQG01000001,3
1_NFFX01000100_01661,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NFFX01000100,3
4_AZVT01000001_02114,unannotated protein,151,309,5,78.03,60.606,98,2.469999999999999e-168,474.0,pao1_fabv,4_AZVT01000001,3
1_NRFB01000010_04356,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NRFB01000010,3
1_NRAB01000010_02416,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_NRAB01000010,3
109_RBQF01000101_05760,unannotated protein,98,346,1,86.93,75.126,100,0.0,620.0,pao1_fabv,109_RBQF01000101,3
1_CP015647_01954,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP015647,3
1_MAZK01000014_02140,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_MAZK01000014,3
1_MWXG01000001_00230,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_MWXG01000001,3
4_CP023969_05490,unannotated protein,98,347,1,87.19,75.126,100,0.0,620.0,pao1_fabv,4_CP023969,3
1_VIHT01000010_05155,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VIHT01000010,3
22_JTCJ01001419_04795,unannotated protein,112,200,6,75.19,55.639,66,1.48e-101,299.0,pao1_fabv,22_JTCJ01001419,3
22_JTCJ01001419_04794,unannotated protein,25,65,0,80.25,69.13600000000001,20,1.1699999999999999e-34,122.0,pao1_fabv,22_JTCJ01001419,0
1_MWYP01000001_01199,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_MWYP01000001,3
9_LCYA01000001_03524,unannotated protein,97,347,1,87.19,75.377,100,0.0,621.0,pao1_fabv,9_LCYA01000001,3
1_LEJU01000001_04999,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LEJU01000001,3
1_JVWG01000011_00273,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JVWG01000011,3
1_JVCP01000005_06083,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JVCP01000005,3
22_AZBL01000001_05399,unannotated protein,150,308,5,77.78,60.859,98,1.0799999999999993e-174,491.0,pao1_fabv,22_AZBL01000001,3
1_NSYN01000001_04191,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSYN01000001,3
1_RABS01000370_05221,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RABS01000370,3
1_LRYH01000001_05662,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LRYH01000001,3
1_FRQU01000076_01598,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRQU01000076,3
1_NXHN01000100_01107,unannotated protein,1,398,0,100.0,99.749,100,0.0,813.0,pao1_fabv,1_NXHN01000100,3
22_CP018846_00496,unannotated protein,152,309,5,78.03,60.354,98,9.689999999999994e-174,488.0,pao1_fabv,22_CP018846,3
1_QMGI01000001_02354,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QMGI01000001,3
24_MOBJ01000034_04039,unannotated protein,86,353,0,88.69,78.392,100,0.0,655.0,pao1_fabv,24_MOBJ01000034,5
1_LSZV01000001_03472,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_LSZV01000001,3
1_FRJR01000176_01162,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRJR01000176,3
1_JTVT01000001_00323,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTVT01000001,3
1_RXAZ01000001_04120,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXAZ01000001,3
1_LT969520_03067,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LT969520,3
1_FRXM01000277_01087,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRXM01000277,3
78_AJXG01000001_02805,unannotated protein,99,345,1,86.68,74.874,100,0.0,618.0,pao1_fabv,78_AJXG01000001,3
1_LEHR01000001_04900,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LEHR01000001,3
1_NFGV01000100_03175,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NFGV01000100,3
45_VIWR01000006_00452,unannotated protein,83,356,0,89.67,79.093,99,0.0,664.0,pao1_fabv,45_VIWR01000006,4
1_MWZG02000205_03995,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_MWZG02000205,3
1_LDLX01000001_02225,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LDLX01000001,3
1_LLVC01000001_04790,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLVC01000001,3
1_RXVB01000001_03146,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXVB01000001,3
1_LDLT01000001_04042,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LDLT01000001,3
1_FRFR01000101_03764,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_FRFR01000101,3
1_RXBQ01000001_00240,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXBQ01000001,3
1_QZXH01000031_04356,unannotated protein,2,398,0,100.0,99.497,100,0.0,812.0,pao1_fabv,1_QZXH01000031,3
1_LEIQ01000001_02592,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LEIQ01000001,3
1_NDFY01000054_02453,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NDFY01000054,3
4_AYMU01000001_02137,unannotated protein,85,355,0,89.42,78.589,99,0.0,660.0,pao1_fabv,4_AYMU01000001,4
1_NRBI01000010_04229,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NRBI01000010,3
1_FRPA01000106_03756,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRPA01000106,3
1_JTNN01000001_04051,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_JTNN01000001,3
1_NSSM01000001_00242,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSSM01000001,3
1_QZZP01000293_02258,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_QZZP01000293,3
1_LEFB01000001_03600,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LEFB01000001,3
1_FRWJ01000756_04647,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRWJ01000756,3
1_FRHW01000238_03792,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRHW01000238,3
1_SISM01000001_04354,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_SISM01000001,3
14_CP027709_02684,unannotated protein,83,356,0,89.67,79.093,99,0.0,664.0,pao1_fabv,14_CP027709,4
1_KI914433_02124,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_KI914433,3
1_JTNR01000001_03296,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTNR01000001,3
1_NSVL01000001_02281,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSVL01000001,3
1_NSND01000001_03254,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSND01000001,3
1_CAADOJ010000001_03123,unannotated protein,1,282,0,100.0,99.645,71,0.0,572.0,pao1_fabv,1_CAADOJ010000001,3
1_RAFM01000222_03544,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RAFM01000222,3
4_FPBG01000021_00403,unannotated protein,83,356,0,89.67,79.093,99,0.0,664.0,pao1_fabv,4_FPBG01000021,4
1_LDMP01000001_02550,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LDMP01000001,3
193_FNKM01000002_05268,unannotated protein,97,349,0,87.69,75.628,100,0.0,631.0,pao1_fabv,193_FNKM01000002,4
1_JTWQ01000001_03796,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTWQ01000001,3
1_NRFV01000010_05774,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_NRFV01000010,3
20_CP009365_05463,unannotated protein,155,302,7,76.46,58.987,98,2.649999999999998e-162,459.0,pao1_fabv,20_CP009365,2
1_FRHY01000215_00541,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRHY01000215,3
4_LN847264_04525,unannotated protein,153,304,7,76.96,59.494,98,7.499999999999995e-163,460.0,pao1_fabv,4_LN847264,2
80_PCPX01000001_01097,unannotated protein,99,345,1,86.68,74.874,100,0.0,618.0,pao1_fabv,80_PCPX01000001,3
1_RWQT01000001_02318,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWQT01000001,3
1_RWQG01000001_00243,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWQG01000001,3
1_NRFZ01000010_00035,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NRFZ01000010,3
4_POGM01000100_00931,unannotated protein,83,349,0,87.69,79.146,100,0.0,660.0,pao1_fabv,4_POGM01000100,4
1_NSYR01000001_02517,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSYR01000001,3
1_CP034435_03878,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP034435,3
1_RWZR01000001_05630,unannotated protein,2,398,0,100.0,99.497,100,0.0,812.0,pao1_fabv,1_RWZR01000001,3
1_NRBW01000001_02595,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NRBW01000001,3
1_FRTZ01000242_03120,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRTZ01000242,3
1_MCMY01000001_02883,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_MCMY01000001,3
9_017911_01650,unannotated protein,98,347,1,87.19,75.126,100,0.0,620.0,pao1_fabv,9_017911,3
4_POEK01000100_02959,unannotated protein,96,345,1,86.68,75.628,100,0.0,622.0,pao1_fabv,4_POEK01000100,3
1_CAADNP010000001_04764,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CAADNP010000001,3
1_CAADJY010000001_03704,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CAADJY010000001,3
1_FRVT01000399_02739,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRVT01000399,3
1_RXEB01000001_03062,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXEB01000001,3
1_RADV01000023_03725,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RADV01000023,3
14_AYUD01000001_02773,unannotated protein,82,357,0,89.92,79.345,99,0.0,664.0,pao1_fabv,14_AYUD01000001,4
1_QZXV01000031_04349,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QZXV01000031,3
1_NSSF01000001_03758,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSSF01000001,3
1_RXTO01000001_01031,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_RXTO01000001,3
1_JUAX01000001_03393,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JUAX01000001,3
1_FRHZ01000199_01501,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRHZ01000199,3
1_CTDM01000001_04945,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CTDM01000001,3
4_FMWW01000022_00584,unannotated protein,83,356,0,89.67,79.093,99,0.0,664.0,pao1_fabv,4_FMWW01000022,4
1_MBMR01000058_05731,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_MBMR01000058,3
1_QZYZ01000043_03527,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QZYZ01000043,3
1_LDMO01000001_04414,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LDMO01000001,3
205_HS_2_03033,unannotated protein,97,347,1,87.19,75.377,100,0.0,621.0,pao1_fabv,205_HS_2,3
1_RAED01000051_03352,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_RAED01000051,3
1_CAADOY010000001_04229,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CAADOY010000001,3
1_LLRV01000001_01568,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLRV01000001,3
90_SMFW01000001_03538,unannotated protein,79,351,0,88.19,80.15100000000002,100,0.0,656.0,pao1_fabv,90_SMFW01000001,3
1_LRYR01000001_02206,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LRYR01000001,3
1_FRUP01000281_04515,unannotated protein,1,398,0,100.0,99.749,100,0.0,813.0,pao1_fabv,1_FRUP01000281,3
42_CP010896_01588,unannotated protein,99,346,1,86.93,74.874,100,0.0,619.0,pao1_fabv,42_CP010896,3
1_RXTX01000001_01775,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXTX01000001,3
4_CP027728_01603,unannotated protein,98,346,1,86.93,75.126,100,0.0,619.0,pao1_fabv,4_CP027728,3
1_LEHN01000001_00977,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LEHN01000001,3
1_CUXW01000001_01368,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CUXW01000001,3
1_QVBE01000099_02420,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QVBE01000099,3
1_RXUO01000001_02663,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXUO01000001,3
1_JTOX01000001_02888,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTOX01000001,3
1_RRBN01000010_00163,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RRBN01000010,3
1_JMKR01000001_02105,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JMKR01000001,3
1_LODN01000001_04439,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LODN01000001,3
1_NTAL01000001_02272,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NTAL01000001,3
4_QKLO01000001_03166,unannotated protein,83,357,0,89.92,79.093,99,0.0,664.0,pao1_fabv,4_QKLO01000001,4
1_VAVS01000001_02445,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VAVS01000001,3
4_UTDB01000429_01938,unannotated protein,99,346,1,86.93,74.874,100,0.0,620.0,pao1_fabv,4_UTDB01000429,3
51_KK211238_02478,unannotated protein,155,301,7,76.2,58.987,98,4.4299999999999973e-162,458.0,pao1_fabv,51_KK211238,2
1_QZZY01000006_00289,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_QZZY01000006,3
1_QZZE01000097_00298,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QZZE01000097,3
1_LLSQ01000001_03452,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLSQ01000001,3
1_JTPS01000001_00560,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTPS01000001,3
6_PYWX01000002_00417,unannotated protein,94,346,1,86.93,76.131,100,0.0,626.0,pao1_fabv,6_PYWX01000002,3
1_MPVD01000001_02549,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_MPVD01000001,3
1_CP031660_02052,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP031660,3
4_NEJR01000001_02697,unannotated protein,155,308,5,77.78,59.596,98,9.259999999999995e-166,468.0,pao1_fabv,4_NEJR01000001,3
1_RXVK01000001_00578,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXVK01000001,3
32_AHGZ01000001_02674,unannotated protein,151,309,5,78.03,60.606,98,2.4799999999999983e-168,474.0,pao1_fabv,32_AHGZ01000001,3
1_RWWN01000011_01776,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWWN01000011,3
4_PYWW01000001_04331,unannotated protein,97,345,1,86.68,75.377,100,0.0,622.0,pao1_fabv,4_PYWW01000001,3
1_LEIJ01000001_03111,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LEIJ01000001,3
4_FOJR01000022_00220,unannotated protein,83,356,0,89.67,79.093,99,0.0,664.0,pao1_fabv,4_FOJR01000022,4
4_MSXV01000009_04473,unannotated protein,152,308,5,77.58,60.453,98,4.539999999999996e-174,489.0,pao1_fabv,4_MSXV01000009,2
1_CP016214_04958,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP016214,3
22_AP015029_05027,unannotated protein,150,308,5,77.78,60.859,98,1.219999999999999e-174,491.0,pao1_fabv,22_AP015029,3
4_BCAS01000001_06109,unannotated protein,152,309,5,78.03,60.354,98,4.189999999999998e-168,474.0,pao1_fabv,4_BCAS01000001,3
1_NFFY01000100_02515,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NFFY01000100,3
1_NRGN01000093_00582,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NRGN01000093,3
1_JTMN01000001_02839,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTMN01000001,3
1_JVPD01000002_01455,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JVPD01000002,3
4_CP033104_00999,unannotated protein,151,309,5,78.03,60.606,98,2.659999999999998e-168,474.0,pao1_fabv,4_CP033104,3
1_KE503212_00945,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_KE503212,3
1_RABD01000142_01968,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RABD01000142,3
1_SCYV01000001_03066,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_SCYV01000001,3
1_LSQH01000001_04096,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LSQH01000001,3
1_LEHE01000001_00193,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LEHE01000001,3
1_JTYN01000001_03181,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTYN01000001,3
1_NSVO01000001_00614,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSVO01000001,3
1_LLSK01000001_04678,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLSK01000001,3
1_CP008867_04274,unannotated protein,1,327,0,100.0,99.694,82,0.0,667.0,pao1_fabv,1_CP008867,3
22_UGUX01000005_01206,unannotated protein,152,307,5,77.53,60.354,98,7.909999999999995e-173,486.0,pao1_fabv,22_UGUX01000005,3
1_FRLS01000123_01214,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRLS01000123,3
4_QAJM01000001_02794,unannotated protein,95,349,1,87.69,75.87899999999998,100,0.0,629.0,pao1_fabv,4_QAJM01000001,3
1_PUEW01000010_01487,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_PUEW01000010,3
1_RAAA01000097_00857,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_RAAA01000097,3
1_LRYQ01000001_02227,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LRYQ01000001,3
1_RXCL01000001_03873,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXCL01000001,3
